,,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Name,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
248,Naby Keita\f25c8e3a,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,27-041,1995,9.2,2,19,6,31.6,2.06,0.65,0.11,0.33,22.1,0,0,0,1.2,1.2,0.06,0.8,0.8,Matches
249,Caoimhin Kelleher\62d7ef38,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,23-120,1998,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
250,Jonjoe Kenny\099e666f,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,25-008,1997,7.8,0,4,0,0,0.51,0,0,,22.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
251,Max Kilman\d0f72bf1,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,24-304,1997,27.9,1,13,4,30.8,0.47,0.14,0.08,0.25,8.8,0,0,0,1,1,0.07,0,0,Matches
252,Joshua King\43458538,Joshua King\43458538,no NOR,FW,Watford,30-067,1992,21.9,5,46,17,37,2.1,0.78,0.09,0.24,14.7,0,1,1,7.7,6.9,0.15,-2.7,-2.9,Matches
253,Kristoffer Klaesson\3f70db80,Kristoffer Klaesson\3f70db80,no NOR,GK,Leeds United,21-116,2000,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
254,Mateusz Klich\282679b4,Mateusz Klich\282679b4,pl POL,MF,Leeds United,31-283,1990,18.3,1,35,15,42.9,1.91,0.82,0.03,0.07,20.2,0,0,0,2.3,2.3,0.07,-1.3,-1.3,Matches
255,Robin Koch\ea6bc03a,Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,25-249,1996,11.2,0,9,1,11.1,0.8,0.09,0,0,16.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
256,Sead Kolasinac\3935e52e,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,28-276,1993,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
257,Ibrahima Konate\5ed9b537,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,22-302,1999,8,0,2,0,0,0.25,0,0,,9.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
258,Ezri Konsa\0313a347,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,24-151,1997,22,2,13,6,46.2,0.59,0.27,0.15,0.33,6.9,0,0,0,1.4,1.4,0.11,0.6,0.6,Matches
259,Cheikhou Kouyate\8d3c902d,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,32-092,1989,18.5,0,6,0,0,0.32,0,0,,18.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
260,Mateo Kovacic\79c0821a,Mateo Kova?i?\79c0821a,hr CRO,MF,Chelsea,27-321,1994,14.2,2,17,4,23.5,1.2,0.28,0.12,0.5,20,1,0,0,1.3,1.3,0.07,0.7,0.7,Matches
261,Emil Krafth\77cf6852,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,27-233,1994,11.5,0,5,1,20,0.44,0.09,0,0,17.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
262,Alex Kral\e717705a,Alex Král\e717705a,cz CZE,MF,West Ham,23-308,1998,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
263,Tim Krul\f23f9d20,Tim Krul\f23f9d20,nl NED,GK,Norwich City,33-354,1988,22,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
264,Juraj Kucka\5aaef9ef,Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,35-025,1987,17.6,1,33,9,27.3,1.87,0.51,0.03,0.11,20.9,3,0,0,2,2,0.06,-1,-1,Matches
265,Dejan Kulusevski\df3cda47,Dejan Kulusevski\df3cda47,se SWE,MFFW,Tottenham,21-332,2000,7.6,2,19,5,26.3,2.51,0.66,0.11,0.4,17.6,0,0,0,2.4,2.4,0.13,-0.4,-0.4,Matches
266,Alexandre Lacazette\9dbb75ca,Alexandre Lacazette\9dbb75ca,fr FRA,FWMF,Arsenal,30-299,1991,17,4,38,12,31.6,2.24,0.71,0.05,0.17,14.7,1,2,3,7.7,5.4,0.14,-3.7,-3.4,Matches
267,Adam Lallana\99813635,Adam Lallana\99813635,eng ENG,MF,Brighton,33-317,1988,16.8,0,20,4,20,1.19,0.24,0,0,18.8,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
268,Tariq Lamptey\f4e433d4,Tariq Lamptey\f4e433d4,eng ENG,DFFW,Brighton,21-174,2000,14.2,0,13,2,15.4,0.92,0.14,0,0,17.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
269,Manuel Lanzini\26f6dca8,Manuel Lanzini\26f6dca8,ar ARG,MF,West Ham,29-036,1993,14.7,4,11,4,36.4,0.75,0.27,0.18,0.5,21.6,1,2,2,2.5,1,0.09,1.5,1,Matches
270,Aymeric Laporte\119b9a8e,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,27-300,1994,23.1,3,30,5,16.7,1.3,0.22,0.1,0.6,10.4,0,0,0,3.5,3.5,0.12,-0.5,-0.5,Matches
271,Jamaal Lascelles\450ab6fc,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,28-132,1993,18.8,1,13,2,15.4,0.69,0.11,0.08,0.5,8.7,0,0,0,0.7,0.7,0.05,0.3,0.3,Matches
272,Pierre Lees-Melou\f5044e54,Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,28-302,1993,17.8,0,24,7,29.2,1.34,0.39,0,0,23.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1,Matches
273,Aaron Lennon\2ff964a0,Aaron Lennon\2ff964a0,eng ENG,MFFW,Burnley,34-341,1987,11.9,2,7,2,28.6,0.59,0.17,0.29,1,22.7,0,0,0,0.7,0.7,0.09,1.3,1.3,Matches
274,Bernd Leno\2628fd2b,Bernd Leno\2628fd2b,de GER,GK,Arsenal,30-019,1992,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
275,Jamal Lewis\efb9215a,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,24-057,1998,2.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
276,Victor Lindelof\f5deef4c,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,27-249,1994,18.2,0,3,1,33.3,0.17,0.06,0,0,7.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
277,Jesse Lingard\810e3c74,Jesse Lingard\810e3c74,eng ENG,FW,Manchester Utd,29-098,1992,2.3,2,5,4,80,2.14,1.71,0.4,0.5,17.9,0,0,0,0.3,0.3,0.07,1.7,1.7,Matches
278,Valentino Livramento\afed6722,Valentino Livramento\afed6722,eng ENG,DF,Southampton,19-131,2002,22.2,1,10,3,30,0.45,0.14,0.1,0.33,14.8,0,0,0,1.1,1.1,0.11,-0.1,-0.1,Matches
279,Diego Llorente\bba30585,Diego Llorente\bba30585,es ESP,DF,Leeds United,28-219,1993,19,2,6,2,33.3,0.32,0.11,0.33,1,8.2,0,0,0,0.8,0.8,0.14,1.2,1.2,Matches
280,Hugo Lloris\8f62b6ee,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,35-087,1986,29,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
281,Giovani Lo Celso\d7553721,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,25-348,1996,2.6,0,9,0,0,3.4,0,0,,18.5,1,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
282,Jurgen Locadia\6cc47ae1,Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,28-136,1993,0.3,0,1,0,0,3.91,0,0,,20,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
283,Ruben Loftus-Cheek\e97fd090,Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Chelsea,26-059,1996,8.7,0,14,3,21.4,1.62,0.35,0,0,17,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
284,Shane Long\9f472354,Shane Long\9f472354,ie IRL,FWMF,Southampton,35-060,1987,1.6,1,3,2,66.7,1.93,1.29,0.33,0.5,7.3,0,0,0,0.5,0.5,0.18,0.5,0.5,Matches
285,Sean Longstaff\a2b105e0,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,24-144,1997,12.2,1,13,2,15.4,1.06,0.16,0.08,0.5,24.3,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
286,Ademola Lookman\7c104bb7,Ademola Lookman\7c104bb7,eng ENG,FWMF,Leicester City,24-154,1997,12.7,4,20,9,45,1.58,0.71,0.2,0.44,13.9,0,0,0,3.8,3.8,0.19,0.2,0.2,Matches
287,Jonas Lossl\939bc634,Jonas Lössl\939bc634,dk DEN,GK,Brentford,33-050,1989,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
288,Imran Louza\e1df6989,Imran Louza\e1df6989,ma MAR,MF,Watford,22-326,1999,11.1,0,10,3,30,0.9,0.27,0,0,27.5,4,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
289,Matthew Lowton\9a9c05db,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,32-287,1989,16.8,1,8,2,25,0.48,0.12,0.13,0.5,20.3,0,0,0,0.5,0.5,0.07,0.5,0.5,Matches
290,Douglas Luiz\6f7d826d,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,23-318,1998,22.9,1,19,6,31.6,0.83,0.26,0.05,0.17,25.4,7,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
291,Romelu Lukaku\5eae500a,Romelu Lukaku\5eae500a,be BEL,FW,Chelsea,28-314,1993,13.5,5,29,10,34.5,2.15,0.74,0.17,0.5,12.3,1,0,0,4.5,4.5,0.16,0.5,0.5,Matches
292,Lyanco\b5bf1770,Lyanco\b5bf1770,br BRA,DF,Southampton,25-050,1997,6.1,0,4,0,0,0.65,0,0,,14.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
293,Alexis Mac Allister\83d074ff,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,23-089,1998,14.9,4,38,7,18.4,2.56,0.47,0.08,0.43,20.1,2,1,1,3.3,2.6,0.07,0.7,0.4,Matches
294,James Maddison\ee38d9c5,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,25-120,1996,19.1,8,54,24,44.4,2.83,1.26,0.15,0.33,19.7,9,0,0,5.6,5.6,0.1,2.4,2.4,Matches
295,Harry Maguire\d8931174,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,29-018,1993,22.7,1,18,8,44.4,0.79,0.35,0.06,0.13,12,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
296,Riyad Mahrez\892d5bb1,Riyad Mahrez\892d5bb1,dz ALG,FW,Manchester City,31-030,1991,13.5,10,46,17,37,3.41,1.26,0.13,0.35,17.4,5,4,4,8.2,5.2,0.11,1.8,0.8,Matches
297,Ainsley Maitland-Niles\e3a5814e,Ainsley Maitland-Niles\e3a5814e,eng ENG,MF,Arsenal,24-206,1997,3,0,2,0,0,0.67,0,0,,26.5,0,0,0,0,0,0.02,0,0,Matches
298,Sadio Mane\c691bfe2,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,29-347,1992,24.7,12,82,30,36.6,3.31,1.21,0.15,0.4,12.9,0,0,0,14.4,14.4,0.18,-2.4,-2.4,Matches
299,Javier Manquillo\758dd7f0,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,27-322,1994,13.3,1,4,2,50,0.3,0.15,0.25,0.5,15.5,0,0,0,0.5,0.5,0.12,0.5,0.5,Matches
300,Fernando Marcal\9ae9eaea,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,33-032,1989,14.2,0,11,1,9.1,0.78,0.07,0,0,22.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
301,Solly March\bb5fbd2b,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,27-246,1994,13.8,0,16,8,50,1.16,0.58,0,0,17.1,2,0,0,1,1,0.06,-1,-1,Matches
302,Pablo Mari\aa54ec6f,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,28-204,1993,2,0,1,0,0,0.5,0,0,,4.1,0,0,0,0.3,0.3,0.31,-0.3,-0.3,Matches
303,Anthony Martial\8b788c01,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,26-108,1995,2.4,1,5,2,40,2.12,0.85,0.2,0.5,12.3,0,0,0,0.4,0.4,0.09,0.6,0.6,Matches
304,Martinelli\48a5a5d6,Martinelli\48a5a5d6,br BRA,FWMF,Arsenal,20-278,2001,13.8,5,35,10,28.6,2.53,0.72,0.14,0.5,14.5,0,0,0,4.3,4.3,0.12,0.7,0.7,Matches
305,Emiliano Martinez\7956236f,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,29-202,1992,28,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
306,Adam Masina\de0f152c,Adam Masina\de0f152c,ma MAR,DF,Watford,28-080,1994,9.6,0,4,0,0,0.42,0,0,,14.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
307,Arthur Masuaku\57df7a11,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,28-136,1993,6.2,1,3,1,33.3,0.48,0.16,0.33,1,28.3,0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
308,Jean-Philippe Mateta\50e6dc35,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,24-268,1997,7.2,3,17,10,58.8,2.35,1.38,0.18,0.3,10.7,0,0,0,2.5,2.5,0.15,0.5,0.5,Matches
309,Nemanja Matic\eb7822d7,Nemanja Mati?\eb7822d7,rs SRB,MF,Manchester Utd,33-234,1988,10.2,0,5,1,20,0.49,0.1,0,0,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
310,Joel Matip\b217ef29,Joël Matip\b217ef29,cm CMR,DF,Liverpool,30-227,1991,23,1,25,4,16,1.09,0.17,0.04,0.25,8.9,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
311,Neal Maupay\4bcf39f6,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,25-221,1996,22.7,8,50,13,26,2.2,0.57,0.14,0.54,15.9,0,1,1,6.2,5.4,0.11,1.8,1.6,Matches
312,Bryan Mbeumo\6afaebf2,Bryan Mbeumo\6afaebf2,fr FRA,FWMF,Brentford,22-228,1999,24.8,3,52,11,21.2,2.1,0.44,0.04,0.18,16.7,3,1,1,7.1,6.4,0.12,-4.1,-4.4,Matches
313,James McArthur\cee31595,James McArthur\cee31595,sct SCO,MF,Crystal Palace,34-167,1987,12.9,0,7,2,28.6,0.54,0.15,0,0,21.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
314,James Mcatee\96593e89,James Mcatee\96593e89,eng ENG,MFFW,Manchester City,19-156,2002,0.2,0,1,0,0,4.5,0,0,,13,0,0,0,0,0,0.04,0,0,Matches
315,Kasey McAteer\b2c66859,Kasey McAteer\b2c66859,eng ENG,FW,Leicester City,20-121,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
316,Liam McCarron\076bb352,Liam McCarron\076bb352,sct SCO,FW,Leeds United,21-016,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
317,Alex McCarthy\36c2ca73,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,32-110,1989,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
318,John McGinn\90f91999,John McGinn\90f91999,sct SCO,MF,Aston Villa,27-156,1994,25.3,3,33,8,24.2,1.3,0.32,0.09,0.38,23.2,0,0,0,1.3,1.3,0.04,1.7,1.7,Matches
319,Stuart McKinstry\1000a059,Stuart McKinstry\1000a059,sct SCO,MF,Leeds United,19-186,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
320,Kenny McLean\471f16b3,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,30-074,1992,26.3,1,31,6,19.4,1.18,0.23,0.03,0.17,18.3,0,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches
321,Dwight McNeil\fc15fb84,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,22-121,1999,26,0,34,10,29.4,1.31,0.38,0,0,22.4,2,0,0,1.6,1.6,0.05,-1.6,-1.6,Matches
322,Scott McTominay\d93c2511,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,25-105,1996,20.9,1,21,5,23.8,1,0.24,0.05,0.2,22.2,0,0,0,0.9,0.9,0.04,0.1,0.1,Matches
323,Ben Mee\8df7a2fb,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,32-181,1989,20.4,3,18,4,22.2,0.88,0.2,0.17,0.75,8,0,0,0,1.8,1.8,0.11,1.2,1.2,Matches
324,Benjamin Mendy\5271c8f1,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,27-249,1994,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
325,Edouard Mendy\33887998,Edouard Mendy\33887998,sn SEN,GK,Chelsea,30-022,1992,24,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
326,Nampalys Mendy\1598599e,Nampalys Mendy\1598599e,sn SEN,MF,Leicester City,29-273,1992,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
327,Illan Meslier\6b625ac2,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,22-021,2000,29.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
328,Luka Milivojevic\2ce2508a,Luka Milivojevi?\2ce2508a,rs SRB,MF,Crystal Palace,30-350,1991,7.2,0,8,0,0,1.1,0,0,,26.5,4,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
329,James Milner\2f90f6b8,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,36-078,1986,7.1,0,7,1,14.3,0.99,0.14,0,0,22,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
330,Yerry Mina\6d5701f2,Yerry Mina\6d5701f2,co COL,DF,Everton,27-181,1994,7.2,0,5,0,0,0.69,0,0,,8.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
331,Takumi Minamino\f833a830,Takumi Minamino\f833a830,jp JPN,FWMF,Liverpool,27-066,1995,1.1,2,3,2,66.7,2.81,1.87,0.67,1,10,0,0,0,1.5,1.5,0.5,0.5,0.5,Matches
332,Tyrone Mings\8397a50c,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,29-010,1993,26.4,1,18,5,27.8,0.68,0.19,0.06,0.2,13.2,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
333,Tyrick Mitchell\5cbd1eb0,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,22-203,1999,28.9,0,4,1,25,0.14,0.03,0,0,15.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
334,Jakub Moder\f230bc30,Jakub Moder\f230bc30,pl POL,MFFW,Brighton,22-350,1999,18.8,0,28,6,21.4,1.49,0.32,0,0,16.5,2,0,0,2.4,2.4,0.09,-2.4,-2.4,Matches
335,Wesley Moraes\bfae110f,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,25-117,1996,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
336,Tyler Morton\2bc28bb9,Tyler Morton\2bc28bb9,eng ENG,MF,Liverpool,19-143,2002,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
337,Mason Mount\9674002f,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,23-072,1999,18.5,8,48,21,43.8,2.59,1.13,0.15,0.33,17.4,6,1,1,6.7,6,0.12,1.3,1,Matches
338,Lucas Moura\2b622f01,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,29-222,1992,17.1,2,34,11,32.4,1.99,0.64,0.06,0.18,15.5,0,0,0,3.3,3.3,0.1,-1.3,-1.3,Matches
339,Joao Moutinho\f5a00fa4,João Moutinho\f5a00fa4,pt POR,MF,Wolves,35-196,1986,25.1,2,15,7,46.7,0.6,0.28,0.13,0.29,24,3,0,0,0.8,0.8,0.06,1.2,1.2,Matches
340,Bali Mumba\2d760d7b,Bali Mumba\2d760d7b,eng ENG,DF,Norwich City,20-166,2001,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
341,Jacob Murphy\de112b84,Jacob Murphy\de112b84,eng ENG,DFFW,Newcastle Utd,27-027,1995,13.5,1,25,5,20,1.85,0.37,0.04,0.2,20.2,1,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches
342,Enock Mwepu\1d5cab82,Enock Mwepu\1d5cab82,zm ZAM,MF,Brighton,24-081,1998,7.1,1,10,3,30,1.41,0.42,0.1,0.33,16.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches
343,Vitaliy Mykolenko\30d4a2e5,Vitaliy Mykolenko\30d4a2e5,ua UKR,DF,Everton,22-298,1999,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
344,Marvelous Nakamba\de5b5570,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,28-063,1994,8.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
345,Wilfred Ndidi\6b47c5db,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,25-097,1996,18,0,15,4,26.7,0.83,0.22,0,0,18,0,0,0,1,1,0.07,-1,-1,Matches
346,Tanguy Ndombele\5cdddffa,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,25-085,1996,5.4,1,9,3,33.3,1.67,0.56,0.11,0.33,17.3,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
347,Reiss Nelson\c5bdb6e3,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,22-103,1999,0.2,0,1,0,0,4.5,0,0,,18,0,0,0,0,0,0.04,0,0,Matches
348,Pedro Neto\7ba2eaa9,Pedro Neto\7ba2eaa9,pt POR,MFFW,Wolves,22-014,2000,1.5,0,5,1,20,3.38,0.68,0,0,19,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
349,Ruben Neves\44bfb6c5,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,25-010,1997,25.2,4,38,15,39.5,1.51,0.59,0.11,0.27,26.1,4,0,0,1.1,1.1,0.03,2.9,2.9,Matches
350,Jeremy Ngakia\3631ad41,Jeremy Ngakia\3631ad41,eng ENG,DF,Watford,21-197,2000,7,0,4,0,0,0.57,0,0,,27.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
351,Saul Niguez\c14bc029,Saúl Ñíguez\c14bc029,es ESP,DFMF,Chelsea,27-122,1994,3.8,0,2,1,50,0.52,0.26,0,0,14,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
352,Eddie Nketiah\a53649b7,Eddie Nketiah\a53649b7,eng ENG,FWMF,Arsenal,22-297,1999,1.4,0,2,0,0,1.44,0,0,,11.6,0,0,0,0.4,0.4,0.2,-0.4,-0.4,Matches
353,Nicolas Nkoulou\93cf32a8,Nicolas Nkoulou\93cf32a8,cm CMR,DF,Watford,31-361,1990,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
354,Mark Noble\ff527768,Mark Noble\ff527768,eng ENG,MF,West Ham,34-319,1987,1.4,1,0,0,,0,0,,,,0,1,2,1.5,0,,-0.5,0,Matches
355,Mathias Normann\8996350d,Mathias Normann\8996350d,no NOR,MF,Norwich City,25-299,1996,11.9,1,19,5,26.3,1.6,0.42,0.05,0.2,27.3,5,0,0,0.8,0.8,0.04,0.2,0.2,Matches
356,Christian Norgaard\df0a4c90,Christian Nørgaard\df0a4c90,dk DEN,MF,Brentford,28-013,1994,28.2,2,24,7,29.2,0.85,0.25,0.08,0.29,13.8,0,0,0,2.8,2.8,0.12,-0.8,-0.8,Matches
357,Angelo Ogbonna\74b2cd7e,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,33-304,1988,10.2,1,3,1,33.3,0.29,0.1,0.33,1,11.1,0,0,0,0.3,0.3,0.09,0.7,0.7,Matches
358,Michael Olise\c4486bac,Michael Olise\c4486bac,fr FRA,FWMF,Crystal Palace,20-101,2001,10.8,2,17,9,52.9,1.58,0.83,0.12,0.22,17.3,2,0,0,1.2,1.2,0.07,0.8,0.8,Matches
359,Andrew Omobamidele\c393a6c4,Andrew Omobamidele\c393a6c4,ie IRL,DF,Norwich City,19-273,2002,4.2,1,2,1,50,0.47,0.24,0.5,1,6.5,0,0,0,0.3,0.3,0.17,0.7,0.7,Matches
360,Tyler Onyango\d86a1f3e,Tyler Onyango\d86a1f3e,eng ENG,MFFW,Everton,19-019,2003,0.3,0,1,0,0,3.21,0,0,,11,0,0,0,0,0,0.03,0,0,Matches
361,Frank Onyeka\2944f86f,Frank Onyeka\2944f86f,ng NGA,MF,Brentford,24-081,1998,11.6,0,16,5,31.3,1.38,0.43,0,0,17.5,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
362,Divock Origi\43a166b4,Divock Origi\43a166b4,be BEL,FW,Liverpool,26-339,1995,0.8,2,8,4,50,9.47,4.74,0.25,0.5,16,0,0,0,0.8,0.8,0.11,1.2,1.2,Matches
363,Alex Oxlade-Chamberlain\38c7feef,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,28-220,1993,8.7,2,21,3,14.3,2.41,0.34,0.1,0.67,20.3,0,0,0,1.2,1.2,0.06,0.8,0.8,Matches
364,Cole Palmer\dc7f8a28,Cole Palmer\dc7f8a28,eng ENG,FWMF,Manchester City,19-321,2002,1.4,0,4,1,25,2.93,0.73,0,0,20.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
365,Emerson Palmieri\e0bc6fdc,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,27-232,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
366,Thomas Partey\529f49ab,Thomas Partey\529f49ab,gh GHA,MF,Arsenal,28-283,1993,21.7,2,44,9,20.5,2.03,0.41,0.05,0.22,21.1,2,0,0,2.5,2.5,0.06,-0.5,-0.5,Matches
367,Joao Pedro\e8832875,João Pedro\e8832875,br BRA,FWMF,Watford,20-178,2001,11.3,2,34,10,29.4,3,0.88,0.06,0.2,16,1,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
368,Nicolas Pepe\57e3f0c7,Nicolas Pépé\57e3f0c7,ci CIV,FWMF,Arsenal,26-298,1995,6.7,1,19,6,31.6,2.83,0.89,0.05,0.17,15.4,3,0,0,2.5,2.5,0.13,-1.5,-1.5,Matches
369,Ricardo Pereira\75a72a99,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,28-168,1993,9.8,1,9,2,22.2,0.92,0.2,0.11,0.5,15.6,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
370,Ayoze Perez\819aa8e7,Ayoze Pérez\819aa8e7,es ESP,FWMF,Leicester City,28-243,1993,2.4,0,6,4,66.7,2.45,1.64,0,0,14.3,0,0,0,1,1,0.17,-1,-1,Matches
371,Sonny Perkins\87f12e30,Sonny Perkins\87f12e30,eng ENG,FW,West Ham,18-041,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
