,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Name,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
245,Edo Kayembe\f99b71de,Edo Kayembe\f99b71de,cd COD,MF,Watford,23-232,1998,4.6,9,7,2,5,2,3,7,42.9,4,63,24,38.1,25,34,4,8,0,0,8,9,18,13,0,Matches
246,Moise Kean\3d50bcdb,Moise Kean\3d50bcdb,it ITA,FW,Everton,22-023,2000,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
247,Michael Keane\c5b7c315,Michael Keane\c5b7c315,eng ENG,DF,Everton,29-071,1993,24.5,36,27,24,10,2,18,31,58.1,13,163,70,42.9,94,58,11,43,26,0,17,52,88,114,2,Matches
248,Naby Keita\f25c8e3a,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,27-041,1995,9.2,29,18,12,12,5,14,26,53.8,12,228,77,33.8,52,116,60,17,2,0,15,13,42,2,0,Matches
249,Caoimhin Kelleher\62d7ef38,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,23-120,1998,2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
250,Jonjoe Kenny\099e666f,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,25-008,1997,7.8,12,9,5,7,0,9,19,47.4,10,94,35,37.2,38,47,9,12,2,0,10,23,35,13,0,Matches
251,Max Kilman\d0f72bf1,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,24-304,1997,27.9,52,32,39,13,0,20,32,62.5,12,228,84,36.8,149,68,11,48,19,0,29,62,114,113,1,Matches
252,Joshua King\43458538,Joshua King\43458538,no NOR,FW,Watford,30-067,1992,21.9,28,18,6,14,8,5,16,31.3,11,419,119,28.4,60,186,173,17,3,0,14,10,38,23,0,Matches
253,Kristoffer Klaesson\3f70db80,Kristoffer Klaesson\3f70db80,no NOR,GK,Leeds United,21-116,2000,0.4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
254,Mateusz Klich\282679b4,Mateusz Klich\282679b4,pl POL,MF,Leeds United,31-283,1990,18.3,33,18,11,16,6,14,45,31.1,31,444,103,23.2,130,227,87,20,5,0,15,26,59,22,0,Matches
255,Robin Koch\ea6bc03a,Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,25-249,1996,11.2,18,11,9,7,2,7,19,36.8,12,178,56,31.5,73,89,16,15,5,1,10,30,48,30,0,Matches
256,Sead Kolasinac\3935e52e,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,28-276,1993,1,1,1,1,0,0,0,0,,0,12,3,25,7,3,2,2,0,0,2,4,5,8,0,Matches
257,Ibrahima Konate\5ed9b537,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,22-302,1999,8,9,6,5,3,1,3,5,60,2,56,17,30.4,34,20,2,11,9,1,2,21,30,40,0,Matches
258,Ezri Konsa\0313a347,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,24-151,1997,22,22,13,11,10,1,5,10,50,5,140,48,34.3,77,51,12,33,17,0,16,35,57,62,1,Matches
259,Cheikhou Kouyate\8d3c902d,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,32-092,1989,18.5,52,30,30,21,1,11,29,37.9,18,329,98,29.8,162,147,20,51,16,0,35,38,90,47,0,Matches
260,Mateo Kovacic\79c0821a,Mateo Kova?i?\79c0821a,hr CRO,MF,Chelsea,27-321,1994,14.2,44,35,14,23,7,14,26,53.8,12,332,101,30.4,85,189,58,14,3,0,11,18,62,11,1,Matches
261,Emil Krafth\77cf6852,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,27-233,1994,11.5,17,9,14,2,1,10,24,41.7,14,138,33,23.9,62,60,16,25,8,0,17,27,44,39,0,Matches
262,Alex Kral\e717705a,Alex Král\e717705a,cz CZE,MF,West Ham,23-308,1998,0,0,0,0,0,0,0,0,,0,2,2,100,0,1,1,0,0,0,0,0,0,0,0,Matches
263,Tim Krul\f23f9d20,Tim Krul\f23f9d20,nl NED,GK,Norwich City,33-354,1988,22,0,0,0,0,0,0,2,0,2,7,1,14.3,7,0,0,1,0,0,1,0,0,0,1,Matches
264,Juraj Kucka\5aaef9ef,Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,35-025,1987,17.6,66,42,38,23,5,26,61,42.6,35,360,121,33.6,136,174,50,32,8,1,24,38,104,43,1,Matches
265,Dejan Kulusevski\df3cda47,Dejan Kulusevski\df3cda47,se SWE,MFFW,Tottenham,21-332,2000,7.6,8,5,4,4,0,3,13,23.1,10,172,40,23.3,60,74,38,5,0,0,5,16,24,1,0,Matches
266,Alexandre Lacazette\9dbb75ca,Alexandre Lacazette\9dbb75ca,fr FRA,FWMF,Arsenal,30-299,1991,17,24,17,7,12,5,6,13,46.2,7,308,95,30.8,42,103,163,12,2,0,10,12,36,5,0,Matches
267,Adam Lallana\99813635,Adam Lallana\99813635,eng ENG,MF,Brighton,33-317,1988,16.8,38,22,19,15,4,11,35,31.4,24,296,100,33.8,111,130,55,25,7,0,18,27,65,13,0,Matches
268,Tariq Lamptey\f4e433d4,Tariq Lamptey\f4e433d4,eng ENG,DFFW,Brighton,21-174,2000,14.2,34,20,13,17,4,14,24,58.3,10,199,64,32.2,63,76,60,18,3,0,15,27,61,15,0,Matches
269,Manuel Lanzini\26f6dca8,Manuel Lanzini\26f6dca8,ar ARG,MF,West Ham,29-036,1993,14.7,23,16,10,7,6,11,36,30.6,25,300,81,27,83,154,63,16,1,0,15,22,45,6,0,Matches
270,Aymeric Laporte\119b9a8e,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,27-300,1994,23.1,23,12,14,8,1,13,21,61.9,8,106,51,48.1,63,37,6,17,6,0,11,25,48,54,2,Matches
271,Jamaal Lascelles\450ab6fc,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,28-132,1993,18.8,15,8,12,1,2,4,12,33.3,8,124,41,33.1,73,46,5,42,27,1,15,29,44,117,0,Matches
272,Pierre Lees-Melou\f5044e54,Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,28-302,1993,17.8,50,30,22,20,8,19,61,31.1,42,460,115,25,185,209,66,33,10,2,23,28,78,12,0,Matches
273,Aaron Lennon\2ff964a0,Aaron Lennon\2ff964a0,eng ENG,MFFW,Burnley,34-341,1987,11.9,27,13,7,13,7,7,27,25.9,20,269,67,24.9,75,109,85,22,3,0,19,9,36,10,0,Matches
274,Bernd Leno\2628fd2b,Bernd Leno\2628fd2b,de GER,GK,Arsenal,30-019,1992,4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
275,Jamal Lewis\efb9215a,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,24-057,1998,2.9,11,6,7,2,2,3,4,75,1,42,14,33.3,25,8,9,5,2,0,3,6,17,6,0,Matches
276,Victor Lindelof\f5deef4c,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,27-249,1994,18.2,16,8,8,8,0,8,13,61.5,5,99,39,39.4,49,43,7,30,13,0,17,39,55,87,0,Matches
277,Jesse Lingard\810e3c74,Jesse Lingard\810e3c74,eng ENG,FW,Manchester Utd,29-098,1992,2.3,6,3,2,3,1,1,1,100,0,66,15,22.7,15,24,27,1,0,0,1,2,8,1,0,Matches
278,Valentino Livramento\afed6722,Valentino Livramento\afed6722,eng ENG,DF,Southampton,19-131,2002,22.2,51,28,31,17,3,23,40,57.5,17,311,108,34.7,152,120,39,42,9,0,33,64,115,48,0,Matches
279,Diego Llorente\bba30585,Diego Llorente\bba30585,es ESP,DF,Leeds United,28-219,1993,19,34,24,23,9,2,15,33,45.5,18,242,92,38,138,94,10,47,14,0,33,45,79,71,1,Matches
280,Hugo Lloris\8f62b6ee,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,35-087,1986,29,0,0,0,0,0,0,1,0,1,4,1,25,3,1,0,0,0,0,0,0,0,0,2,Matches
281,Giovani Lo Celso\d7553721,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,25-348,1996,2.6,8,3,4,3,1,3,12,25,9,69,14,20.3,26,29,14,7,1,0,6,3,11,0,0,Matches
282,Jurgen Locadia\6cc47ae1,Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,28-136,1993,0.3,1,1,0,1,0,0,0,,0,4,3,75,0,2,2,0,0,0,0,0,1,0,0,Matches
283,Ruben Loftus-Cheek\e97fd090,Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Chelsea,26-059,1996,8.7,19,12,13,5,1,5,11,45.5,6,144,46,31.9,45,74,25,10,3,0,7,10,29,12,0,Matches
284,Shane Long\9f472354,Shane Long\9f472354,ie IRL,FWMF,Southampton,35-060,1987,1.6,6,2,1,3,2,1,1,100,0,45,14,31.1,5,13,27,1,0,0,1,0,6,1,0,Matches
285,Sean Longstaff\a2b105e0,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,24-144,1997,12.2,43,29,16,21,6,17,51,33.3,34,331,87,26.3,132,154,45,20,6,0,14,17,60,17,0,Matches
286,Ademola Lookman\7c104bb7,Ademola Lookman\7c104bb7,eng ENG,FWMF,Leicester City,24-154,1997,12.7,33,18,12,14,7,9,23,39.1,14,270,74,27.4,75,127,68,17,1,0,16,18,51,2,0,Matches
287,Jonas Lossl\939bc634,Jonas Lössl\939bc634,dk DEN,GK,Brentford,33-050,1989,2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
288,Imran Louza\e1df6989,Imran Louza\e1df6989,ma MAR,MF,Watford,22-326,1999,11.1,32,19,16,13,3,12,31,38.7,19,247,67,27.1,99,114,34,12,3,0,9,27,59,12,0,Matches
289,Matthew Lowton\9a9c05db,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,32-287,1989,16.8,38,22,20,11,7,19,40,47.5,21,153,55,35.9,62,54,37,38,11,0,27,30,68,53,0,Matches
290,Douglas Luiz\6f7d826d,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,23-318,1998,22.9,50,31,27,19,4,17,52,32.7,35,388,125,32.2,172,175,41,30,5,0,25,51,101,21,0,Matches
291,Romelu Lukaku\5eae500a,Romelu Lukaku\5eae500a,be BEL,FW,Chelsea,28-314,1993,13.5,2,1,0,1,1,0,3,0,3,120,39,32.5,6,44,70,4,3,0,1,1,3,16,0,Matches
292,Lyanco\b5bf1770,Lyanco\b5bf1770,br BRA,DF,Southampton,25-050,1997,6.1,10,8,6,4,0,3,6,50,3,68,26,38.2,36,32,0,15,10,0,5,17,27,33,0,Matches
293,Alexis Mac Allister\83d074ff,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,23-089,1998,14.9,51,35,19,22,10,19,49,38.8,30,371,132,35.6,114,167,90,30,4,0,26,19,70,14,0,Matches
294,James Maddison\ee38d9c5,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,25-120,1996,19.1,27,15,5,14,8,5,23,21.7,18,325,79,24.3,78,162,85,18,2,0,16,12,39,5,0,Matches
295,Harry Maguire\d8931174,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,29-018,1993,22.7,29,16,20,8,1,11,23,47.8,12,140,48,34.3,98,40,2,37,28,0,9,38,67,107,0,Matches
296,Riyad Mahrez\892d5bb1,Riyad Mahrez\892d5bb1,dz ALG,FW,Manchester City,31-030,1991,13.5,6,4,1,2,3,2,12,16.7,10,149,43,28.9,26,63,60,14,1,0,13,8,14,1,0,Matches
297,Ainsley Maitland-Niles\e3a5814e,Ainsley Maitland-Niles\e3a5814e,eng ENG,MF,Arsenal,24-206,1997,3,7,4,4,2,1,1,4,25,3,54,17,31.5,19,25,10,5,1,0,4,3,10,4,0,Matches
298,Sadio Mane\c691bfe2,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,29-347,1992,24.7,27,15,6,10,11,6,20,30,14,349,108,30.9,47,160,142,29,4,0,25,14,41,9,0,Matches
299,Javier Manquillo\758dd7f0,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,27-322,1994,13.3,40,24,26,10,4,19,35,54.3,16,168,55,32.7,94,46,28,28,6,0,22,23,63,27,0,Matches
300,Fernando Marcal\9ae9eaea,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,33-032,1989,14.2,36,22,24,9,3,16,31,51.6,15,217,63,29,114,74,29,37,3,0,34,27,63,50,0,Matches
301,Solly March\bb5fbd2b,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,27-246,1994,13.8,27,17,11,6,10,7,16,43.8,9,198,62,31.3,55,62,81,20,1,0,19,24,51,18,0,Matches
302,Pablo Mari\aa54ec6f,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,28-204,1993,2,6,2,2,3,1,4,8,50,4,19,4,21.1,9,8,2,6,4,0,2,6,12,11,0,Matches
303,Anthony Martial\8b788c01,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,26-108,1995,2.4,1,1,0,0,1,0,1,0,1,28,11,39.3,6,9,13,3,0,0,3,1,2,2,0,Matches
304,Martinelli\48a5a5d6,Martinelli\48a5a5d6,br BRA,FWMF,Arsenal,20-278,2001,13.8,24,15,8,11,5,6,18,33.3,12,227,65,28.6,41,71,115,26,3,0,23,14,38,10,0,Matches
305,Emiliano Martinez\7956236f,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,29-202,1992,28,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,1,1,1,1,Matches
306,Adam Masina\de0f152c,Adam Masina\de0f152c,ma MAR,DF,Watford,28-080,1994,9.6,20,10,8,11,1,8,23,34.8,15,138,39,28.3,61,59,18,23,4,0,19,20,40,37,0,Matches
307,Arthur Masuaku\57df7a11,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,28-136,1993,6.2,29,17,16,11,2,11,20,55,9,100,36,36,49,42,9,10,1,0,9,16,45,15,0,Matches
308,Jean-Philippe Mateta\50e6dc35,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,24-268,1997,7.2,4,3,1,3,0,2,10,20,8,148,30,20.3,19,85,44,5,2,0,3,2,6,12,0,Matches
309,Nemanja Matic\eb7822d7,Nemanja Mati?\eb7822d7,rs SRB,MF,Manchester Utd,33-234,1988,10.2,20,15,12,7,1,7,22,31.8,15,144,42,29.2,59,76,9,21,5,0,16,18,38,22,1,Matches
310,Joel Matip\b217ef29,Joël Matip\b217ef29,cm CMR,DF,Liverpool,30-227,1991,23,30,23,12,13,5,10,17,58.8,7,148,60,40.5,74,58,16,32,14,1,18,48,78,93,1,Matches
311,Neal Maupay\4bcf39f6,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,25-221,1996,22.7,17,10,3,9,5,5,14,35.7,9,458,131,28.6,36,169,253,21,3,0,18,9,26,3,0,Matches
312,Bryan Mbeumo\6afaebf2,Bryan Mbeumo\6afaebf2,fr FRA,FWMF,Brentford,22-228,1999,24.8,32,22,3,14,15,5,14,35.7,9,377,96,25.5,55,165,157,32,4,0,28,16,48,15,0,Matches
313,James McArthur\cee31595,James McArthur\cee31595,sct SCO,MF,Crystal Palace,34-167,1987,12.9,32,23,16,15,1,15,37,40.5,22,307,105,34.2,99,166,42,30,8,0,22,24,56,31,0,Matches
314,James Mcatee\96593e89,James Mcatee\96593e89,eng ENG,MFFW,Manchester City,19-156,2002,0.2,0,0,0,0,0,0,2,0,2,9,2,22.2,2,0,7,0,0,0,0,1,1,0,0,Matches
315,Kasey McAteer\b2c66859,Kasey McAteer\b2c66859,eng ENG,FW,Leicester City,20-121,2001,0,0,0,0,0,0,0,0,,0,4,1,25,0,2,2,0,0,0,0,0,0,0,0,Matches
316,Liam McCarron\076bb352,Liam McCarron\076bb352,sct SCO,FW,Leeds United,21-016,2001,0.1,0,0,0,0,0,0,0,,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,Matches
317,Alex McCarthy\36c2ca73,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,32-110,1989,15,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
318,John McGinn\90f91999,John McGinn\90f91999,sct SCO,MF,Aston Villa,27-156,1994,25.3,76,42,28,35,13,32,74,43.2,42,391,125,32,115,202,74,40,3,0,37,42,118,32,0,Matches
319,Stuart McKinstry\1000a059,Stuart McKinstry\1000a059,sct SCO,MF,Leeds United,19-186,2002,0,0,0,0,0,0,0,0,,0,1,1,100,1,0,0,0,0,0,0,0,0,0,0,Matches
320,Kenny McLean\471f16b3,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,30-074,1992,26.3,39,23,14,23,2,16,57,28.1,41,439,97,22.1,175,202,62,24,4,0,20,42,81,45,0,Matches
321,Dwight McNeil\fc15fb84,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,22-121,1999,26,53,26,20,28,5,17,62,27.4,45,522,133,25.5,184,220,118,64,10,2,54,54,107,15,0,Matches
322,Scott McTominay\d93c2511,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,25-105,1996,20.9,61,30,34,22,5,30,61,49.2,31,380,106,27.9,139,200,41,41,9,0,32,37,98,51,0,Matches
323,Ben Mee\8df7a2fb,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,32-181,1989,20.4,27,16,15,9,3,11,22,50,11,109,39,35.8,61,42,6,39,25,1,14,34,61,124,0,Matches
324,Benjamin Mendy\5271c8f1,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,27-249,1994,0.9,3,1,1,1,1,2,4,50,2,12,2,16.7,3,8,1,0,0,0,0,0,3,3,0,Matches
325,Edouard Mendy\33887998,Edouard Mendy\33887998,sn SEN,GK,Chelsea,30-022,1992,24,0,0,0,0,0,0,2,0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,0,3,Matches
326,Nampalys Mendy\1598599e,Nampalys Mendy\1598599e,sn SEN,MF,Leicester City,29-273,1992,1.8,4,2,2,2,0,2,3,66.7,1,22,6,27.3,10,8,4,2,2,0,0,4,8,1,0,Matches
327,Illan Meslier\6b625ac2,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,22-021,2000,29.6,0,0,0,0,0,0,0,,0,5,2,40,5,0,0,0,0,0,0,0,0,2,1,Matches
328,Luka Milivojevic\2ce2508a,Luka Milivojevi?\2ce2508a,rs SRB,MF,Crystal Palace,30-350,1991,7.2,16,8,8,6,2,10,17,58.8,7,109,36,33,46,50,13,7,1,0,6,7,23,17,0,Matches
329,James Milner\2f90f6b8,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,36-078,1986,7.1,27,17,12,12,3,13,32,40.6,19,127,54,42.5,29,73,25,13,4,0,9,19,46,20,0,Matches
330,Yerry Mina\6d5701f2,Yerry Mina\6d5701f2,co COL,DF,Everton,27-181,1994,7.2,14,9,14,0,0,7,12,58.3,5,59,23,39,41,15,3,14,7,0,7,5,19,36,0,Matches
331,Takumi Minamino\f833a830,Takumi Minamino\f833a830,jp JPN,FWMF,Liverpool,27-066,1995,1.1,2,2,1,1,0,1,6,16.7,5,40,18,45,3,23,14,1,0,0,1,0,2,0,0,Matches
332,Tyrone Mings\8397a50c,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,29-010,1993,26.4,27,15,18,7,2,8,16,50,8,143,42,29.4,79,47,17,53,26,3,27,61,88,126,2,Matches
333,Tyrick Mitchell\5cbd1eb0,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,22-203,1999,28.9,97,48,66,24,7,40,58,69,18,582,189,32.5,340,165,77,64,5,0,59,68,165,77,1,Matches
334,Jakub Moder\f230bc30,Jakub Moder\f230bc30,pl POL,MFFW,Brighton,22-350,1999,18.8,42,29,19,14,9,18,40,45,22,362,116,32,118,135,109,30,1,0,29,22,64,25,1,Matches
335,Wesley Moraes\bfae110f,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,25-117,1996,0,0,0,0,0,0,0,0,,0,2,1,50,1,0,1,0,0,0,0,0,0,0,0,Matches
336,Tyler Morton\2bc28bb9,Tyler Morton\2bc28bb9,eng ENG,MF,Liverpool,19-143,2002,0.7,0,0,0,0,0,0,2,0,2,12,4,33.3,1,9,2,0,0,0,0,2,2,0,0,Matches
337,Mason Mount\9674002f,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,23-072,1999,18.5,29,17,9,10,10,8,28,28.6,20,364,108,29.7,64,138,162,15,0,0,15,14,43,8,0,Matches
338,Lucas Moura\2b622f01,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,29-222,1992,17.1,22,11,3,13,6,4,24,16.7,20,248,62,25,60,124,64,10,0,0,10,18,40,21,0,Matches
339,Joao Moutinho\f5a00fa4,João Moutinho\f5a00fa4,pt POR,MF,Wolves,35-196,1986,25.1,58,44,26,24,8,20,71,28.2,51,461,147,31.9,183,233,45,41,5,0,36,45,103,30,0,Matches
340,Bali Mumba\2d760d7b,Bali Mumba\2d760d7b,eng ENG,DF,Norwich City,20-166,2001,0.5,1,0,1,0,0,0,0,,0,12,3,25,10,2,0,2,0,0,2,1,2,5,0,Matches
341,Jacob Murphy\de112b84,Jacob Murphy\de112b84,eng ENG,DFFW,Newcastle Utd,27-027,1995,13.5,37,16,24,10,3,11,26,42.3,15,267,57,21.3,120,89,58,27,2,0,25,29,66,14,0,Matches
342,Enock Mwepu\1d5cab82,Enock Mwepu\1d5cab82,zm ZAM,MF,Brighton,24-081,1998,7.1,19,10,5,10,4,5,21,23.8,16,147,40,27.2,45,62,40,13,1,0,12,9,28,10,0,Matches
343,Vitaliy Mykolenko\30d4a2e5,Vitaliy Mykolenko\30d4a2e5,ua UKR,DF,Everton,22-298,1999,2,5,3,2,3,0,4,6,66.7,2,37,6,16.2,18,15,4,5,0,0,5,5,10,5,1,Matches
344,Marvelous Nakamba\de5b5570,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,28-063,1994,8.4,23,16,13,9,1,10,28,35.7,18,155,45,29,75,65,15,14,4,0,10,18,41,12,0,Matches
345,Wilfred Ndidi\6b47c5db,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,25-097,1996,18,70,47,39,28,3,21,47,44.7,26,410,137,33.4,155,214,41,32,6,0,26,45,115,70,0,Matches
346,Tanguy Ndombele\5cdddffa,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,25-085,1996,5.4,13,10,4,8,1,1,6,16.7,5,88,26,29.5,24,45,19,2,1,0,1,3,16,3,0,Matches
347,Reiss Nelson\c5bdb6e3,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,22-103,1999,0.2,1,0,0,1,0,0,0,,0,8,2,25,2,5,1,0,0,0,0,1,2,0,0,Matches
348,Pedro Neto\7ba2eaa9,Pedro Neto\7ba2eaa9,pt POR,MFFW,Wolves,22-014,2000,1.5,4,4,2,1,1,0,5,0,5,30,12,40,7,11,12,0,0,0,0,3,7,0,0,Matches
349,Ruben Neves\44bfb6c5,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,25-010,1997,25.2,62,41,30,26,6,22,83,26.5,61,475,135,28.4,176,255,44,37,5,0,32,49,111,47,1,Matches
350,Jeremy Ngakia\3631ad41,Jeremy Ngakia\3631ad41,eng ENG,DF,Watford,21-197,2000,7,32,19,27,3,2,16,29,55.2,13,155,44,28.4,100,41,14,11,1,0,10,21,53,12,0,Matches
351,Saul Niguez\c14bc029,Saúl Ñíguez\c14bc029,es ESP,DFMF,Chelsea,27-122,1994,3.8,9,5,6,1,2,4,9,44.4,5,75,20,26.7,32,33,10,8,2,0,6,12,21,5,1,Matches
352,Eddie Nketiah\a53649b7,Eddie Nketiah\a53649b7,eng ENG,FWMF,Arsenal,22-297,1999,1.4,5,3,0,3,2,1,1,100,0,41,12,29.3,4,13,24,3,0,0,3,2,7,1,0,Matches
353,Nicolas Nkoulou\93cf32a8,Nicolas Nkoulou\93cf32a8,cm CMR,DF,Watford,31-361,1990,1.9,1,0,0,1,0,0,0,,0,7,5,71.4,5,2,0,5,2,0,3,1,2,10,0,Matches
354,Mark Noble\ff527768,Mark Noble\ff527768,eng ENG,MF,West Ham,34-319,1987,1.4,1,1,0,1,0,0,0,,0,16,4,25,4,8,4,0,0,0,0,1,2,1,0,Matches
355,Mathias Normann\8996350d,Mathias Normann\8996350d,no NOR,MF,Norwich City,25-299,1996,11.9,28,18,17,8,3,6,19,31.6,13,195,37,19,80,103,12,18,7,1,11,20,48,28,0,Matches
356,Christian Norgaard\df0a4c90,Christian Nørgaard\df0a4c90,dk DEN,MF,Brentford,28-013,1994,28.2,109,72,42,56,11,44,89,49.4,45,578,187,32.4,205,320,53,52,7,1,45,77,186,38,1,Matches
357,Angelo Ogbonna\74b2cd7e,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,33-304,1988,10.2,13,8,8,5,0,2,7,28.6,5,50,16,32,32,15,3,7,4,0,3,13,26,38,0,Matches
358,Michael Olise\c4486bac,Michael Olise\c4486bac,fr FRA,FWMF,Crystal Palace,20-101,2001,10.8,19,12,9,6,4,7,16,43.8,9,216,59,27.3,67,103,46,16,0,0,16,11,30,8,0,Matches
359,Andrew Omobamidele\c393a6c4,Andrew Omobamidele\c393a6c4,ie IRL,DF,Norwich City,19-273,2002,4.2,8,3,5,3,0,6,12,50,6,49,14,28.6,37,12,0,10,10,0,0,10,18,17,0,Matches
360,Tyler Onyango\d86a1f3e,Tyler Onyango\d86a1f3e,eng ENG,MFFW,Everton,19-019,2003,0.3,1,0,1,0,0,0,1,0,1,10,2,20,6,3,1,0,0,0,0,1,2,0,0,Matches
361,Frank Onyeka\2944f86f,Frank Onyeka\2944f86f,ng NGA,MF,Brentford,24-081,1998,11.6,30,16,14,12,4,5,20,25,15,253,69,27.3,109,106,38,20,2,0,18,15,45,13,0,Matches
362,Divock Origi\43a166b4,Divock Origi\43a166b4,be BEL,FW,Liverpool,26-339,1995,0.8,0,0,0,0,0,0,0,,0,17,4,23.5,1,9,7,2,0,0,2,2,2,0,0,Matches
363,Alex Oxlade-Chamberlain\38c7feef,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,28-220,1993,8.7,17,14,3,7,7,5,13,38.5,8,171,63,36.8,26,75,70,11,3,0,8,8,25,7,0,Matches
364,Cole Palmer\dc7f8a28,Cole Palmer\dc7f8a28,eng ENG,FWMF,Manchester City,19-321,2002,1.4,2,2,1,1,0,0,1,0,1,29,6,20.7,3,11,15,2,0,0,2,2,4,0,0,Matches
365,Emerson Palmieri\e0bc6fdc,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,27-232,1994,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
366,Thomas Partey\529f49ab,Thomas Partey\529f49ab,gh GHA,MF,Arsenal,28-283,1993,21.7,55,41,25,23,7,18,41,43.9,23,280,102,36.4,102,145,33,28,5,0,23,31,86,32,1,Matches
367,Joao Pedro\e8832875,João Pedro\e8832875,br BRA,FWMF,Watford,20-178,2001,11.3,11,9,4,6,1,3,12,25,9,202,59,29.2,39,105,58,13,1,1,12,12,23,14,0,Matches
