,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Matches
356,Christian Norgaard,,dk DEN,MF,Brentford,28-013,1994,28.2,38,1.35,32,0,3,1,1,1,3,0.11,2,0,1,0,0,0,Matches
357,Angelo Ogbonna,,it ITA,DF,West Ham,33-304,1988,10.2,2,0.2,2,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches
358,Michael Olise,,fr FRA,FWMF,Crystal Palace,20-101,2001,10.8,32,2.97,26,3,1,1,1,0,7,0.65,6,0,0,1,0,0,Matches
359,Andrew Omobamidele,,ie IRL,DF,Norwich City,19-273,2002,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
360,Tyler Onyango,,eng ENG,MFFW,Everton,19-019,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
361,Frank Onyeka,,ng NGA,MF,Brentford,24-081,1998,11.6,17,1.46,11,0,1,1,4,0,1,0.09,0,0,0,0,1,0,Matches
362,Divock Origi,,be BEL,FW,Liverpool,26-339,1995,0.8,1,1.18,0,0,0,1,0,0,1,1.18,0,0,0,1,0,0,Matches
363,Alex Oxlade-Chamberlain,,eng ENG,MFFW,Liverpool,28-220,1993,8.7,21,2.41,17,0,2,0,1,1,1,0.11,1,0,0,0,0,0,Matches
364,Cole Palmer,,eng ENG,FWMF,Manchester City,19-321,2002,1.4,7,5.12,4,0,0,2,1,0,1,0.73,0,0,0,1,0,0,Matches
365,Emerson Palmieri,,it ITA,DF,Chelsea,27-232,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
366,Thomas Partey,,gh GHA,MF,Arsenal,28-283,1993,21.7,51,2.35,39,0,5,4,3,0,3,0.14,2,0,0,1,0,0,Matches
367,Joao Pedro,,br BRA,FWMF,Watford,20-178,2001,11.3,35,3.09,25,0,5,2,2,1,3,0.26,2,0,0,1,0,0,Matches
368,Nicolas Pepe,,ci CIV,FWMF,Arsenal,26-298,1995,6.7,25,3.73,13,9,1,2,0,0,3,0.45,1,0,0,2,0,0,Matches
369,Ricardo Pereira,,pt POR,DF,Leicester City,28-168,1993,9.8,21,2.15,17,0,3,0,0,1,5,0.51,3,0,1,0,0,1,Matches
370,Ayoze Perez,,es ESP,FWMF,Leicester City,28-243,1993,2.4,10,4.09,9,0,0,1,0,0,1,0.41,1,0,0,0,0,0,Matches
371,Sonny Perkins,,eng ENG,FW,West Ham,18-041,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
372,Romain Perraud,,fr FRA,DF,Southampton,24-182,1997,13.4,17,1.27,13,0,1,1,1,1,2,0.15,2,0,0,0,0,0,Matches
373,Kalvin Phillips,,eng ENG,MF,Leeds United,26-111,1995,11.1,17,1.53,13,1,0,1,0,2,3,0.27,3,0,0,0,0,0,Matches
374,Jaden Philogene Bidace,,eng ENG,FW,Aston Villa,19-309,2002,0.1,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
375,Jordan Pickford,,eng ENG,GK,Everton,28-016,1994,25,3,0.12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
376,Erik Pieters,,nl NED,DF,Burnley,33-228,1988,7.9,6,0.76,4,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
377,Ethan Pinnock,,jm JAM,DF,Brentford,28-298,1993,27.7,19,0.69,14,2,0,3,0,0,2,0.07,1,0,0,1,0,0,Matches
378,Daniel Podence,,pt POR,FWMF,Wolves,26-153,1995,15.6,57,3.66,44,0,4,4,4,1,4,0.26,3,0,0,1,0,0,Matches
379,Paul Pogba,,fr FRA,MFFW,Manchester Utd,29-008,1993,12.6,47,3.72,36,1,4,1,5,0,11,0.87,10,1,0,0,0,0,Matches
380,Nick Pope,,eng ENG,GK,Burnley,29-338,1992,25,6,0.24,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
381,Teemu Pukki,,fi FIN,FW,Norwich City,31-359,1990,27.2,38,1.4,25,0,3,1,9,0,3,0.11,2,0,0,0,1,0,Matches
382,Christian Pulisic,,us USA,MFFW,Chelsea,23-186,1998,10.5,17,1.61,14,0,0,0,2,1,1,0.09,1,0,0,0,0,0,Matches
383,Przemyslaw Placheta,,pl POL,FWMF,Norwich City,24-000,1998,4.9,10,2.03,3,2,2,0,3,0,0,0,0,0,0,0,0,0,Matches
384,Jesuran Rak Sakyi,,eng ENG,MF,Crystal Palace,19-169,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
385,Aaron Ramsdale,,eng ENG,GK,Arsenal,23-313,1998,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
386,Jacob Ramsey,,eng ENG,MF,Aston Villa,20-299,2001,21.4,44,2.05,34,0,2,1,6,1,1,0.05,1,0,0,0,0,0,Matches
387,Marcus Rashford,,eng ENG,FWMF,Manchester Utd,24-143,1997,10.4,28,2.69,17,0,4,2,5,0,3,0.29,3,0,0,0,0,0,Matches
388,Milot Rashica,,xk KVX,FWMF,Norwich City,25-268,1996,18,41,2.28,24,12,1,2,1,1,4,0.22,3,1,0,0,0,0,Matches
389,David Raya,,es ESP,GK,Brentford,26-189,1995,16,1,0.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
390,Nathan Redmond,,eng ENG,MFFW,Southampton,28-017,1994,15.1,50,3.32,39,4,1,4,1,1,6,0.4,4,1,0,0,1,0,Matches
391,Sergio Reguilon,,es ESP,DF,Tottenham,25-097,1996,19.5,51,2.61,40,3,3,2,3,0,5,0.26,5,0,0,0,0,0,Matches
392,Declan Rice,,eng ENG,MF,West Ham,23-068,1999,28,49,1.75,41,1,2,1,1,3,7,0.25,7,0,0,0,0,0,Matches
393,Taylor Richards,,eng ENG,MFFW,Brighton,21-109,2000,0.3,1,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
394,Richarlison,,br BRA,FWMF,Everton,24-317,1997,18.2,39,2.15,28,0,1,4,6,0,4,0.22,3,0,0,1,0,0,Matches
395,Jairo Riedewald,,nl NED,MF,Crystal Palace,25-195,1996,1.3,3,2.29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
396,Matt Ritchie,,sct SCO,DF,Newcastle Utd,32-194,1989,14.6,40,2.73,18,21,0,1,0,0,3,0.2,2,1,0,0,0,0,Matches
397,Connor Roberts,,wls WAL,DF,Burnley,26-181,1995,10.2,9,0.88,6,1,1,0,1,0,1,0.1,1,0,0,0,0,0,Matches
398,Tyler Roberts,,wls WAL,MFFW,Leeds United,23-070,1999,11,28,2.55,22,0,2,2,2,0,1,0.09,1,0,0,0,0,0,Matches
399,Andrew Robertson,,sct SCO,DF,Liverpool,28-012,1994,21.5,76,3.54,55,14,3,0,3,1,12,0.56,9,2,1,0,0,0,Matches
400,Joe Rodon,,wls WAL,DF,Tottenham,24-152,1997,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
401,Rodri,,es ESP,MF,Manchester City,25-274,1996,23.4,60,2.57,52,1,2,3,0,2,1,0.04,1,0,0,0,0,0,Matches
402,Rodrigo,,es ESP,MFFW,Leeds United,31-017,1991,18.1,59,3.26,47,3,2,1,2,4,4,0.22,2,0,1,0,0,1,Matches
403,Jay Rodriguez,,eng ENG,FW,Burnley,32-237,1989,10.5,14,1.33,11,0,0,2,1,0,2,0.19,2,0,0,0,0,0,Matches
404,Mads Roerslev,,dk DEN,DF,Brentford,22-272,1999,10.5,10,0.95,7,0,1,1,1,0,3,0.29,2,0,0,1,0,0,Matches
405,Cristian Romero,,ar ARG,DF,Tottenham,23-330,1998,14.5,9,0.62,7,1,0,0,1,0,0,0,0,0,0,0,0,0,Matches
406,Oriol Romeu,,es ESP,MF,Southampton,30-180,1991,25.7,52,2.02,48,0,1,1,0,2,3,0.12,3,0,0,0,0,0,Matches
407,Cristiano Ronaldo,,pt POR,FW,Manchester Utd,37-046,1985,21.3,61,2.87,42,0,9,5,4,1,8,0.38,4,0,2,1,1,0,Matches
408,Salomon Rondon,,ve VEN,FW,Everton,32-188,1989,7.9,15,1.89,11,0,1,2,0,1,0,0,0,0,0,0,0,0,Matches
409,Danny Rose,,eng ENG,DF,Watford,31-264,1990,7.7,11,1.44,10,1,0,0,0,0,1,0.13,0,1,0,0,0,0,Matches
410,Jon Rowe,,eng ENG,FWMF,Norwich City,18-327,2003,1.2,5,4.33,4,0,1,0,0,0,1,0.87,1,0,0,0,0,0,Matches
411,Antonio Rudiger,,de GER,DF,Chelsea,29-020,1993,26,31,1.19,26,0,1,2,2,0,8,0.31,5,0,0,1,2,0,Matches
412,Lukas Rupp,,de GER,MF,Norwich City,31-074,1991,6.5,22,3.38,18,0,2,1,1,0,0,0,0,0,0,0,0,0,Matches
413,Jose Sa,,pt POR,GK,Wolves,29-065,1993,30,3,0.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
414,Allan Saint-Maximin,,fr FRA,FWMF,Newcastle Utd,25-011,1997,22.7,92,4.05,58,1,20,5,6,2,7,0.31,5,0,0,1,1,0,Matches
415,Romain Saiss,,ma MAR,DF,Wolves,31-362,1990,27.4,13,0.47,12,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
416,Bukayo Saka,,eng ENG,FWMF,Arsenal,20-199,2001,23.7,99,4.17,69,11,9,3,6,1,8,0.34,6,1,0,0,1,0,Matches
417,Mohamed Salah,,eg EGY,FW,Liverpool,29-281,1992,25.1,115,4.58,77,0,19,15,3,1,22,0.88,14,0,5,2,1,0,Matches
418,Mohammed Salisu,,gh GHA,DF,Southampton,22-340,1999,26,23,0.88,18,0,0,3,0,2,3,0.12,3,0,0,0,0,0,Matches
419,Albert Sambi Lokonga,,be BEL,MF,Arsenal,22-152,1999,10.1,22,2.18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
420,Davinson Sanchez,,co COL,DF,Tottenham,25-284,1996,14.8,13,0.88,12,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
421,Robert Sanchez,,es ESP,GK,Brighton,24-125,1997,28,4,0.14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,Jadon Sancho,,eng ENG,FWMF,Manchester Utd,21-363,2000,16.6,68,4.09,55,3,7,2,1,0,7,0.42,5,0,2,0,0,0,Matches
423,Morgan Sanson,,fr FRA,MF,Aston Villa,27-217,1994,3.2,3,0.95,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
424,Samir Santos,,br BRA,DF,Watford,27-108,1994,11,1,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
425,Josh Sargent,,us USA,FWMF,Norwich City,22-031,2000,17.3,26,1.5,18,0,1,3,4,0,2,0.12,1,0,1,0,0,0,Matches
426,Jeremy Sarmiento,,ec ECU,FW,Brighton,19-280,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
427,Ismaila Sarr,,sn SEN,FWMF,Watford,24-026,1998,14.9,33,2.21,25,0,4,0,2,2,2,0.13,2,0,0,0,0,0,Matches
428,Malang Sarr,,fr FRA,DF,Chelsea,23-059,1999,4.7,6,1.29,6,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
429,Dane Scarlett,,eng ENG,MF,Tottenham,17-364,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
430,Fabian Schar,,ch SUI,DF,Newcastle Utd,30-093,1991,18.8,16,0.85,11,2,2,1,0,0,4,0.21,3,0,1,0,0,0,Matches
431,Jeffrey Schlupp,,gh GHA,MFFW,Crystal Palace,29-090,1992,14.4,28,1.95,21,0,3,3,1,0,4,0.28,2,0,1,0,1,0,Matches
432,Kasper Schmeichel,,dk DEN,GK,Leicester City,35-138,1986,27,3,0.11,3,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
433,Ken Sema,,se SWE,MFFW,Watford,28-174,1993,6.1,8,1.3,5,1,0,0,1,1,0,0,0,0,0,0,0,0,Matches
434,Nelson Semedo,,pt POR,DF,Wolves,28-127,1993,22.1,35,1.58,27,0,4,2,2,0,1,0.05,1,0,0,0,0,0,Matches
435,Ryan Sessegnon,,eng ENG,DFMF,Tottenham,21-309,2000,6,7,1.17,6,0,1,0,0,0,2,0.34,2,0,0,0,0,0,Matches
436,Jamie Shackleton,,eng ENG,DFMF,Leeds United,22-166,1999,7.6,8,1.05,6,1,0,1,0,0,1,0.13,0,0,0,1,0,0,Matches
437,Luke Shaw,,eng ENG,DF,Manchester Utd,26-254,1995,17.3,62,3.59,40,20,0,0,0,2,6,0.35,5,1,0,0,0,0,Matches
438,Jonjo Shelvey,,eng ENG,MF,Newcastle Utd,30-024,1992,17,36,2.11,25,7,1,0,0,3,2,0.12,1,0,0,0,0,1,Matches
439,Francisco Sierralta,,cl CHI,DF,Watford,24-321,1997,4.7,1,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
440,Bernardo Silva,,pt POR,MFFW,Manchester City,27-225,1994,26.7,109,4.08,85,2,10,6,6,0,11,0.41,9,0,0,1,1,0,Matches
441,Fabio Silva,,pt POR,FWMF,Wolves,19-247,2002,2.9,7,2.38,4,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches
442,Thiago Silva,,br BRA,DF,Chelsea,37-182,1984,21.3,17,0.8,12,0,0,3,1,1,1,0.05,0,0,0,0,1,0,Matches
443,Ellis Simms,,eng ENG,FW,Everton,21-077,2001,0.7,1,1.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
444,Moussa Sissoko,,fr FRA,MF,Watford,32-219,1989,26.8,53,1.98,46,0,4,1,1,1,3,0.11,1,0,1,0,0,1,Matches
445,Oliver Skipp,,eng ENG,MF,Tottenham,21-188,2000,15,22,1.47,21,0,0,0,1,0,3,0.2,3,0,0,0,0,0,Matches
446,William Smallbone,,ie IRL,MFFW,Southampton,22-030,2000,1.3,1,0.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
447,Emile Smith Rowe,,eng ENG,MFFW,Arsenal,21-238,2000,16.7,49,2.93,38,3,3,3,2,0,6,0.36,5,1,0,0,0,0,Matches
448,Cedric Soares,,pt POR,DF,Arsenal,30-204,1991,9.2,12,1.3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
449,Tomas Soucek,,cz CZE,MF,West Ham,27-024,1995,27.9,29,1.04,24,0,0,3,1,1,3,0.11,3,0,0,0,0,0,Matches
450,Boubakary Soumare,,fr FRA,MF,Leicester City,23-024,1999,11.5,13,1.13,11,0,1,0,0,1,2,0.17,2,0,0,0,0,0,Matches
451,Caglar Soyuncu,,tr TUR,DF,Leicester City,25-304,1996,23.7,9,0.38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
452,Jason Steele,,eng ENG,GK,Brighton,31-217,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
453,Jed Steer,,eng ENG,GK,Aston Villa,29-181,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Zack Steffen,,us USA,GK,Manchester City,26-355,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Dale Stephens,,eng ENG,MF,Burnley,32-284,1989,1.4,2,1.46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
456,Jack Stephens,,eng ENG,DF,Southampton,28-055,1994,7,6,0.86,5,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
457,Raheem Sterling,,eng ENG,FW,Manchester City,27-105,1994,17.4,64,3.67,49,1,8,2,3,1,5,0.29,1,0,0,2,2,0,Matches
458,Finley Stevens,,wls WAL,DF,Brentford,18-347,2003,0.2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
459,John Stones,,eng ENG,DF,Manchester City,27-299,1994,9.6,8,0.83,7,0,0,1,0,0,1,0.1,0,0,0,1,0,0,Matches
460,Pascal Struijk,,nl NED,DFMF,Leeds United,22-224,1999,19.8,17,0.86,11,0,0,2,1,3,2,0.1,0,0,0,1,0,1,Matches
461,Crysencio Summerville,,nl NED,MFFW,Leeds United,20-144,2001,1.4,1,0.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
462,Jakob Sorensen,,dk DEN,DFMF,Norwich City,24-020,1998,4.1,2,0.49,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
463,Japhet Tanganga,,eng ENG,DF,Tottenham,22-357,1999,8.2,3,0.37,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
464,Matt Targett,,eng ENG,DF,Newcastle Utd,26-186,1995,7,24,3.43,10,10,0,1,3,0,1,0.14,0,1,0,0,0,0,Matches
465,Matt Targett,,eng ENG,DF,Aston Villa,26-186,1995,15.9,27,1.7,22,5,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
466,James Tarkowski,,eng ENG,DF,Burnley,29-124,1992,25,17,0.68,14,0,0,2,0,1,2,0.08,2,0,0,0,0,0,Matches
467,Nuno Tavares,,pt POR,DF,Arsenal,22-056,2000,7,15,2.16,9,0,2,1,1,2,3,0.43,2,0,0,1,0,0,Matches
468,Charlie Taylor,,eng ENG,DF,Burnley,28-186,1993,19.3,25,1.29,18,2,1,0,4,0,2,0.1,1,1,0,0,0,0,Matches
469,Nathan Tella,,eng ENG,MFFW,Southampton,22-261,1999,6.5,12,1.84,8,0,2,0,2,0,0,0,0,0,0,0,0,0,Matches
470,Alex Telles,,br BRA,DF,Manchester Utd,29-098,1992,11.1,24,2.16,13,9,0,1,1,0,3,0.27,0,2,0,0,1,0,Matches
471,Luke Thomas,,eng ENG,DF,Leicester City,20-286,2001,17.2,17,0.99,11,4,0,1,0,1,1,0.06,1,0,0,0,0,0,Matches
472,Dominic Thompson,,eng ENG,DF,Brentford,21-240,2000,1.6,1,0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
473,Youri Tielemans,,be BEL,MF,Leicester City,24-320,1997,20.1,60,2.98,43,4,3,4,2,4,7,0.35,5,0,0,1,0,1,Matches
474,Kieran Tierney,,sct SCO,DF,Arsenal,24-291,1997,21.3,38,1.79,33,2,1,1,1,0,3,0.14,3,0,0,0,0,0,Matches
475,Takehiro Tomiyasu,,jp JPN,DF,Arsenal,23-138,1998,15.4,24,1.56,20,1,0,0,0,3,4,0.26,3,0,0,0,0,1,Matches
476,James Tomkins,,eng ENG,DF,Crystal Palace,32-359,1989,6.1,3,0.49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Ivan Toney,,eng ENG,FW,Brentford,26-007,1996,24.3,47,1.93,36,0,2,2,5,2,6,0.25,3,0,0,0,3,0,Matches
478,Ferran Torres,,es ESP,FW,Manchester City,22-022,2000,3.4,5,1.49,4,0,0,1,0,0,2,0.59,2,0,0,0,0,0,Matches
479,Cenk Tosun,,tr TUR,FW,Everton,30-289,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
480,Andros Townsend,,eng ENG,MF,Everton,30-250,1991,16.2,54,3.34,38,8,1,2,4,1,4,0.25,4,0,0,0,0,0,Matches
481,Adama Traore,,es ESP,FW,Wolves,26-057,1996,11.9,50,4.22,30,0,12,0,6,2,2,0.17,1,0,0,0,1,0,Matches
482,Bertrand Traore,,bf BFA,FWMF,Aston Villa,26-198,1995,2,9,4.6,4,0,3,1,1,0,2,1.02,0,0,1,0,1,0,Matches
483,Trezeguet,,eg EGY,FW,Aston Villa,27-173,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
484,Francisco Trincao,,pt POR,FWMF,Wolves,22-084,1999,12.7,35,2.77,22,3,7,0,2,1,1,0.08,1,0,0,0,0,0,Matches
485,Kieran Trippier,,eng ENG,DF,Newcastle Utd,31-185,1990,3.5,8,2.28,1,7,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches
486,William Troost-Ekong,,ng NGA,DF,Watford,28-203,1993,15.3,4,0.26,3,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
487,Leandro Trossard,,be BEL,FWMF,Brighton,27-109,1994,24.4,66,2.71,47,4,10,3,2,0,6,0.25,3,1,1,0,1,0,Matches
488,Kostas Tsimikas,,gr GRE,DF,Liverpool,25-315,1996,7.4,24,3.22,14,10,0,0,0,0,3,0.4,2,1,0,0,0,0,Matches
489,Axel Tuanzebe,,eng ENG,DF,Aston Villa,24-129,1997,5.6,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
490,Ozan Tufan,,tr TUR,MF,Watford,27-000,1995,3.7,7,1.89,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
491,Christos Tzolis,,gr GRE,FWMF,Norwich City,20-052,2002,3.4,11,3.21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Yan Valery,,fr FRA,DF,Southampton,23-029,1999,1.5,1,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Raphael Varane,,fr FRA,DF,Manchester Utd,28-332,1993,15.3,8,0.52,7,0,0,0,0,1,2,0.13,2,0,0,0,0,0,Matches
494,Jamie Vardy,,eng ENG,FW,Leicester City,35-071,1987,15.6,29,1.86,26,0,1,1,1,0,3,0.19,2,0,1,0,0,0,Matches
495,Joel Veltman,,nl NED,DF,Brighton,30-067,1992,22.9,31,1.35,25,2,1,0,2,1,2,0.09,2,0,0,0,0,0,Matches
496,Jannik Vestergaard,,dk DEN,DF,Leicester City,29-232,1992,6.3,3,0.48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
497,Nikola Vlasic,,hr CRO,FWMF,West Ham,24-170,1997,5.1,15,2.96,12,0,2,0,1,0,0,0,0,0,0,0,0,0,Matches
498,Matej Vydra,,cz CZE,FW,Burnley,29-326,1992,5,7,1.4,6,0,0,0,1,0,1,0.2,1,0,0,0,0,0,Matches
499,Theo Walcott,,eng ENG,MFFW,Southampton,33-007,1989,4.2,4,0.95,4,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
500,Kyle Walker,,eng ENG,DF,Manchester City,31-299,1990,17.5,33,1.89,30,0,0,1,2,0,4,0.23,4,0,0,0,0,0,Matches
501,Kyle Walker-Peters,,eng ENG,DF,Southampton,24-344,1997,20.3,55,2.7,37,0,8,1,6,3,7,0.34,5,0,0,0,1,1,Matches
502,Aaron Wan-Bissaka,,eng ENG,DF,Manchester Utd,24-117,1997,17.9,31,1.73,25,0,3,1,1,1,1,0.06,1,0,0,0,0,0,Matches
503,Joel Ward,,eng ENG,DF,Crystal Palace,32-145,1989,23,14,0.61,12,2,0,0,0,0,2,0.09,2,0,0,0,0,0,Matches
504,James Ward-Prowse,,eng ENG,MF,Southampton,27-142,1994,26.7,89,3.33,44,41,0,1,0,3,6,0.22,3,3,0,0,0,0,Matches
505,Ollie Watkins,,eng ENG,FW,Aston Villa,26-083,1995,24.1,50,2.08,36,0,4,5,3,2,5,0.21,1,0,1,2,1,0,Matches
506,Adam Webster,,eng ENG,DF,Brighton,27-078,1995,13,9,0.69,9,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
507,Wout Weghorst,,nl NED,FW,Burnley,29-228,1992,8.4,11,1.32,6,0,2,1,1,1,4,0.48,3,0,1,0,0,0,Matches
508,Danny Welbeck,,eng ENG,FWMF,Brighton,31-117,1990,8.1,13,1.61,8,0,0,2,3,0,0,0,0,0,0,0,0,0,Matches
509,Timo Werner,,de GER,FWMF,Chelsea,26-017,1996,8.2,10,1.22,7,0,1,2,0,0,2,0.24,2,0,0,0,0,0,Matches
510,Ashley Westwood,,eng ENG,MF,Burnley,31-356,1990,22.1,49,2.22,30,16,0,2,1,0,7,0.32,5,2,0,0,0,0,Matches
511,Ben White,,eng ENG,DF,Arsenal,24-166,1997,26,21,0.81,15,0,0,4,1,1,1,0.04,1,0,0,0,0,0,Matches
512,Brandon Williams,,eng ENG,DF,Norwich City,21-201,2000,21.5,27,1.26,23,0,0,0,3,1,2,0.09,1,0,0,0,0,1,Matches
513,Neco Williams,,wls WAL,DF,Liverpool,20-344,2001,0.1,2,22.5,1,0,1,0,0,0,2,22.5,1,0,1,0,0,0,Matches
514,Joe Willock,,eng ENG,MF,Newcastle Utd,22-215,1999,19.5,40,2.05,28,0,6,1,3,2,2,0.1,1,0,0,0,1,0,Matches
515,Callum Wilson,,eng ENG,FW,Newcastle Utd,30-024,1992,13.2,14,1.06,14,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
516,Harry Winks,,eng ENG,MF,Tottenham,26-049,1996,9.4,23,2.45,17,3,1,0,2,0,4,0.43,4,0,0,0,0,0,Matches
517,Yoane Wissa,,cd COD,FWMF,Brentford,25-201,1996,9.6,12,1.25,8,0,0,1,3,0,2,0.21,1,0,0,1,0,0,Matches
518,Chris Wood,,nz NZL,FW,Newcastle Utd,30-106,1991,10,17,1.7,13,0,2,2,0,0,1,0.1,1,0,0,0,0,0,Matches
519,Chris Wood,,nz NZL,FW,Burnley,30-106,1991,15.2,21,1.38,16,0,1,2,2,0,2,0.13,2,0,0,0,0,0,Matches
520,Freddie Woodman,,eng ENG,GK,Newcastle Utd,25-019,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Granit Xhaka,,ch SUI,MF,Arsenal,29-177,1992,16.2,51,3.15,45,1,2,1,0,2,2,0.12,2,0,0,0,0,0,Matches
522,Andriy Yarmolenko,,ua UKR,FWMF,West Ham,32-151,1989,1.9,3,1.6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Ashley Young,,eng ENG,DFFW,Aston Villa,36-257,1985,11.7,18,1.54,13,2,1,0,1,1,4,0.34,2,1,1,0,0,0,Matches
524,Wilfried Zaha,,ci CIV,FW,Crystal Palace,29-133,1992,22.5,72,3.21,51,0,10,5,6,0,7,0.31,5,0,2,0,0,0,Matches
525,Christoph Zimmermann,,de GER,DF,Norwich City,29-070,1993,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
526,Oleksandr Zinchenko,,ua UKR,DF,Manchester City,25-098,1996,6.6,20,3.02,17,2,0,0,1,0,3,0.45,3,0,0,0,0,0,Matches
527,Hakim Ziyech,,ma MAR,FWMF,Chelsea,29-004,1993,10.7,47,4.38,33,3,4,3,3,1,5,0.47,4,0,1,0,0,0,Matches
528,Kurt Zouma,,fr FRA,DF,West Ham,27-147,1994,17.8,4,0.23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
529,Martin Odegaard,,no NOR,MF,Arsenal,23-096,1998,21,97,4.63,74,11,4,5,2,1,11,0.52,11,0,0,0,0,0,Matches
