,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,Tkls,TklsW,TKls Def 3rd,Tkls Mid 3rd,Tkls Att 3rd,Tkls vs Drib,Att vs Drib,Tkl% vs Drib,Past vs Drib,Press,Succ Press,Press%,Press Def 3rd,Press Mid 3rd,Press Att 3rd,Blocks,Blocked Sh,Blocked ShOT,Blocked Pass,Int,Tkl+Int,Clr,Err,Matches
331,James Milner,,eng ENG,MFDF,Liverpool,36-090,1986,7.1,3.8,2.39,1.69,1.69,0.42,1.83,4.51,40.6,2.68,17.9,7.61,42.5,4.08,10.3,3.52,1.83,0.56,0,1.27,2.68,6.48,2.82,0,Matches
332,Yerry Mina,,co COL,DF,Everton,27-193,1994,7.2,1.94,1.25,1.94,0,0,0.97,1.67,58.3,0.69,8.19,3.19,39,5.69,2.08,0.42,1.94,0.97,0,0.97,0.69,2.64,5,0,Matches
333,Takumi Minamino,,jp JPN,FWMF,Liverpool,27-078,1995,1.1,1.82,1.82,0.91,0.91,0,0.91,5.45,16.7,4.55,36.4,16.4,45,2.73,20.9,12.7,0.91,0,0,0.91,0,1.82,0,0,Matches
334,Tyrone Mings,,eng ENG,DF,Aston Villa,29-022,1993,27.4,1.09,0.55,0.69,0.26,0.15,0.36,0.69,52.6,0.33,5.51,1.57,28.5,2.99,1.79,0.73,1.93,0.95,0.11,0.99,2.3,3.39,4.71,0.07,Matches
335,Tyrick Mitchell,,eng ENG,DF,Crystal Palace,22-215,1999,28.9,3.36,1.66,2.28,0.83,0.24,1.38,2.01,69,0.62,20.1,6.51,32.4,11.7,5.71,2.66,2.21,0.17,0,2.04,2.46,5.81,2.63,0.03,Matches
336,Jakub Moder,,pl POL,MFFW,Brighton,22-362,1999,18.9,2.22,1.53,1.01,0.74,0.48,0.95,2.12,45,1.16,19.1,6.14,32.1,6.24,7.14,5.71,1.64,0.11,0,1.53,1.16,3.39,1.38,0.05,Matches
337,Wesley Moraes,,br BRA,FW,Aston Villa,25-129,1996,0,0,0,0,0,0,0,0,,0,2,1,50,1,0,1,0,0,0,0,0,0,0,0,Matches
338,Tyler Morton,,eng ENG,MF,Liverpool,19-155,2002,0.7,0,0,0,0,0,0,2.86,0,2.86,17.1,5.71,33.3,1.43,12.9,2.86,0,0,0,0,2.86,2.86,0,0,Matches
339,Mason Mount,,eng ENG,MFFW,Chelsea,23-084,1999,19.5,1.54,0.92,0.46,0.51,0.56,0.41,1.44,28.6,1.03,19.4,5.64,29.1,3.38,7.38,8.62,0.97,0.05,0,0.92,0.77,2.31,0.46,0,Matches
340,Lucas Moura,,br BRA,FWMF,Tottenham,29-234,1992,17.3,1.33,0.64,0.17,0.81,0.35,0.29,1.45,20,1.16,14.4,3.64,25.3,3.47,7.23,3.7,0.58,0,0,0.58,1.04,2.37,1.21,0,Matches
341,Joao Moutinho,,pt POR,MF,Wolves,35-208,1986,26.1,2.38,1.84,1.11,0.96,0.31,0.8,2.95,27.3,2.15,18.6,5.98,32.1,7.47,9.27,1.88,1.65,0.19,0,1.46,1.76,4.14,1.19,0,Matches
342,Bali Mumba,,eng ENG,DF,Norwich City,20-178,2001,0.5,2,0,2,0,0,0,0,,0,24,6,25,20,4,0,4,0,0,4,2,4,10,0,Matches
343,Jacob Murphy,,eng ENG,DFFW,Newcastle Utd,27-039,1995,13.9,2.66,1.15,1.73,0.72,0.22,0.86,2.01,42.9,1.15,19.6,4.17,21.2,8.63,6.55,4.46,2.01,0.14,0,1.87,2.09,4.75,1.08,0,Matches
344,Enock Mwepu,,zm ZAM,MF,Brighton,24-093,1998,7.2,2.64,1.39,0.69,1.39,0.56,0.69,3.06,22.7,2.36,21,5.56,26.5,6.25,9.03,5.69,1.81,0.14,0,1.67,1.39,4.03,1.39,0,Matches
345,Vitaliy Mykolenko,,ua UKR,DF,Everton,22-310,1999,3,2.33,1.33,1.33,1,0,1.67,2.33,71.4,0.67,14.3,2.67,18.6,7.67,5.33,1.33,2.33,0,0,2.33,2,4.33,3,0.33,Matches
346,Marvelous Nakamba,,zw ZIM,MF,Aston Villa,28-075,1994,8.4,2.74,1.9,1.55,1.07,0.12,1.19,3.33,35.7,2.14,18.5,5.36,29,8.93,7.74,1.79,1.67,0.48,0,1.19,2.14,4.88,1.43,0,Matches
347,Wilfred Ndidi,,ng NGA,MFDF,Leicester City,25-109,1996,18,3.89,2.61,2.17,1.56,0.17,1.17,2.61,44.7,1.44,22.8,7.61,33.4,8.61,11.9,2.28,1.78,0.33,0,1.44,2.5,6.39,3.83,0,Matches
348,Tanguy Ndombele,,fr FRA,MF,Tottenham,25-097,1996,5.4,2.41,1.85,0.74,1.48,0.19,0.19,1.11,16.7,0.93,16.3,4.81,29.5,4.44,8.33,3.52,0.37,0.19,0,0.19,0.56,2.96,0.56,0,Matches
349,Reiss Nelson,,eng ENG,FW,Arsenal,22-115,1999,0.2,5,0,0,5,0,0,0,,0,40,10,25,10,25,5,0,0,0,0,5,10,0,0,Matches
350,Pedro Neto,,pt POR,MFFW,Wolves,22-026,2000,1.7,2.35,2.35,1.18,0.59,0.59,0,2.94,0,2.94,22.4,8.24,36.8,5.88,7.65,8.82,0,0,0,0,1.76,4.12,0,0,Matches
351,Ruben Neves,,pt POR,MF,Wolves,25-022,1997,25.2,2.46,1.63,1.19,1.03,0.24,0.83,3.25,25.6,2.42,18.8,5.36,28.4,6.98,10.1,1.75,1.47,0.2,0,1.27,1.94,4.4,1.87,0.04,Matches
352,Jeremy Ngakia,,eng ENG,DF,Watford,21-209,2000,7,4.57,2.71,3.86,0.43,0.29,2.29,4.14,55.2,1.86,22.1,6.29,28.4,14.3,5.86,2,1.57,0.14,0,1.43,3,7.57,1.71,0,Matches
353,Saul Niguez,,es ESP,DFMF,Chelsea,27-134,1994,3.8,2.37,1.32,1.58,0.26,0.53,1.05,2.37,44.4,1.32,19.5,5.26,27,8.42,8.68,2.37,2.11,0.53,0,1.58,3.16,5.53,1.32,0.26,Matches
354,Eddie Nketiah,,eng ENG,FWMF,Arsenal,22-309,1999,1.4,3.57,2.14,0,2.14,1.43,0.71,0.71,100,0,29.3,8.57,29.3,2.86,9.29,17.1,2.14,0,0,2.14,0.71,4.29,0.71,0,Matches
355,Nicolas Nkoulou,,cm CMR,DF,Watford,32-008,1990,1.9,0.53,0,0,0.53,0,0,0,,0,3.68,2.63,71.4,2.63,1.05,0,2.63,1.05,0,1.58,0.53,1.05,5.26,0,Matches
356,Mark Noble,,eng ENG,MF,West Ham,34-331,1987,1.6,1.25,0.63,0.63,0.63,0,0.63,0.63,100,0,11.9,3.13,26.3,4.38,5,2.5,0,0,0,0,0.63,1.88,0.63,0,Matches
357,Mathias Normann,,no NOR,MF,Norwich City,25-311,1996,12.9,2.33,1.47,1.4,0.7,0.23,0.47,1.71,27.3,1.24,16.7,3.18,19,7.29,8.53,0.93,1.55,0.62,0.08,0.93,1.63,3.95,2.33,0,Matches
358,Christian Norgaard,,dk DEN,MF,Brentford,28-025,1994,29.2,3.94,2.5,1.51,2.05,0.38,1.58,3.18,49.5,1.61,21.1,6.64,31.5,7.64,11.5,1.99,1.82,0.24,0.03,1.58,2.67,6.61,1.51,0.03,Matches
359,Angelo Ogbonna,,it ITA,DF,West Ham,33-316,1988,10.2,1.27,0.78,0.78,0.49,0,0.2,0.69,28.6,0.49,4.9,1.57,32,3.14,1.47,0.29,0.69,0.39,0,0.29,1.27,2.55,3.73,0,Matches
360,Michael Olise,,fr FRA,FWMF,Crystal Palace,20-113,2001,10.8,1.76,1.11,0.83,0.56,0.37,0.65,1.48,43.8,0.83,19.7,5.46,27.7,6.11,9.54,4.07,1.48,0,0,1.48,1.02,2.78,0.74,0,Matches
361,Andrew Omobamidele,,ie IRL,DF,Norwich City,19-285,2002,4.2,1.9,0.71,1.19,0.71,0,1.43,2.86,50,1.43,11.7,3.33,28.6,8.81,2.86,0,2.38,2.38,0,0,2.38,4.29,4.05,0,Matches
362,Tyler Onyango,,eng ENG,MFFW,Everton,19-031,2003,0.3,3.33,0,3.33,0,0,0,3.33,0,3.33,33.3,6.67,20,20,10,3.33,0,0,0,0,3.33,6.67,0,0,Matches
363,Frank Onyeka,,ng NGA,MF,Brentford,24-093,1998,11.6,2.59,1.38,1.21,1.03,0.34,0.43,1.72,25,1.29,21.8,5.95,27.3,9.4,9.14,3.28,1.72,0.17,0,1.55,1.29,3.88,1.12,0,Matches
364,Divock Origi,,be BEL,FW,Liverpool,26-351,1995,0.8,0,0,0,0,0,0,0,,0,21.3,5,23.5,1.25,11.3,8.75,2.5,0,0,2.5,2.5,2.5,0,0,Matches
365,Alex Oxlade-Chamberlain,,eng ENG,MFFW,Liverpool,28-232,1993,8.7,1.95,1.61,0.34,0.8,0.8,0.57,1.49,38.5,0.92,19.8,7.24,36.6,2.99,8.74,8.05,1.26,0.34,0,0.92,0.92,2.87,0.8,0,Matches
366,Cole Palmer,,eng ENG,FWMF,Manchester City,19-333,2002,1.4,1.43,1.43,0.71,0.71,0,0,0.71,0,0.71,20.7,4.29,20.7,2.14,7.86,10.7,1.43,0,0,1.43,1.43,2.86,0,0,Matches
367,Emerson Palmieri,,it ITA,DF,Chelsea,27-244,1994,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
368,Thomas Partey,,gh GHA,MF,Arsenal,28-295,1993,21.7,2.53,1.89,1.15,1.06,0.32,0.83,1.89,43.9,1.06,12.9,4.7,36.4,4.7,6.68,1.52,1.29,0.23,0,1.06,1.47,4.01,1.47,0.05,Matches
369,Joao Pedro,,br BRA,FWMF,Watford,20-190,2001,12.2,0.9,0.74,0.33,0.49,0.08,0.25,0.98,25,0.74,17.9,5.57,31.2,3.44,9.26,5.16,1.23,0.08,0.08,1.15,1.07,1.97,1.31,0,Matches
370,Nicolas Pepe,,ci CIV,FWMF,Arsenal,26-310,1995,6.7,1.64,1.19,0.75,0.6,0.3,0.3,1.34,22.2,1.04,16.3,4.48,27.5,4.93,6.12,5.22,1.79,0,0,1.79,1.34,2.99,0.45,0.15,Matches
371,Ricardo Pereira,,pt POR,DF,Leicester City,28-180,1993,9.8,4.18,2.24,2.24,1.33,0.61,1.94,3.78,51.4,1.84,17.9,5.71,32,6.94,7.65,3.27,2.45,0.31,0,2.14,2.24,6.43,2.96,0,Matches
372,Ayoze Perez,,es ESP,FWMF,Leicester City,28-255,1993,2.4,1.25,0.83,0,1.25,0,0,1.25,0,1.25,23.3,6.25,26.8,4.58,13.8,5,1.67,0,0,1.67,0.83,2.08,0.42,0,Matches
373,Sonny Perkins,,eng ENG,FW,West Ham,18-053,2004,0,0,0,0,0,0,0,0,,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0,Matches
374,Romain Perraud,,fr FRA,DF,Southampton,24-194,1997,13.4,1.94,1.12,0.9,0.67,0.37,0.82,1.42,57.9,0.6,17.2,4.4,25.7,7.16,6.34,3.66,1.57,0.15,0.07,1.42,1.19,3.13,2.54,0,Matches
375,Kalvin Phillips,,eng ENG,MF,Leeds United,26-123,1995,11.4,3.25,2.37,1.58,1.32,0.35,0.7,2.54,27.6,1.84,28,9.65,34.5,9.3,13.2,5.44,2.54,0.7,0,1.84,2.11,5.35,1.75,0.09,Matches
376,Jaden Philogene Bidace,,eng ENG,FW,Aston Villa,19-321,2002,0.1,0,0,0,0,0,0,0,,0,20,0,0,10,10,0,0,0,0,0,0,0,0,0,Matches
377,Jordan Pickford,,eng ENG,GK,Everton,28-028,1994,26,0.04,0,0.04,0,0,0,0.04,0,0.04,0.23,0.04,16.7,0.23,0,0,0.08,0,0,0.08,0,0.04,0.04,0,Matches
378,Erik Pieters,,nl NED,DF,Burnley,33-240,1988,7.9,3.42,1.9,2.78,0.63,0,2.03,4.18,48.5,2.15,17.1,4.94,28.9,9.24,6.46,1.39,3.16,0.89,0,2.28,2.78,6.2,3.42,0.13,Matches
379,Ethan Pinnock,,jm JAM,DF,Brentford,28-310,1993,28.7,2.06,1.29,1.5,0.49,0.07,0.66,1.22,54.3,0.56,9.51,3.48,36.6,5.75,3.14,0.63,1.6,0.42,0,1.18,1.81,3.87,6.03,0.03,Matches
380,Daniel Podence,,pt POR,FWMF,Wolves,26-165,1995,16.3,1.17,0.55,0.55,0.37,0.25,0.49,1.29,38.1,0.8,15.3,4.29,28,3.07,6.38,5.89,0.8,0.12,0,0.67,0.37,1.53,0,0,Matches
381,Paul Pogba,,fr FRA,MFFW,Manchester Utd,29-020,1993,13.5,1.48,0.96,0.67,0.67,0.15,0.37,1.33,27.8,0.96,18.5,5.33,28.8,4.07,8.96,5.48,1.04,0.07,0,0.96,1.33,2.81,1.78,0,Matches
382,Nick Pope,,eng ENG,GK,Burnley,29-350,1992,26,0,0,0,0,0,0,0.04,0,0.04,0,0,,0,0,0,0,0,0,0,0,0,0.15,0.04,Matches
383,Teemu Pukki,,fi FIN,FW,Norwich City,32-006,1990,28.2,0.71,0.35,0.04,0.43,0.25,0.07,0.43,16.7,0.35,19.6,4.96,25.3,1.21,8.33,10.1,0.6,0.04,0,0.57,0.57,1.28,0.14,0,Matches
384,Christian Pulisic,,us USA,MFFW,Chelsea,23-198,1998,10.5,1.05,0.38,0.29,0.76,0,0.19,0.95,20,0.76,20,4.86,24.3,3.62,9.05,7.33,1.33,0,0,1.33,0.57,1.62,0.86,0,Matches
385,Przemyslaw Placheta,,pl POL,FWMF,Norwich City,24-012,1998,4.9,1.02,0.61,1.02,0,0,0,0.82,0,0.82,19.8,4.49,22.7,5.92,9.39,4.49,1.43,0.2,0,1.22,1.63,2.65,1.02,0,Matches
386,Jesuran Rak Sakyi,,eng ENG,MF,Crystal Palace,19-181,2002,0.2,0,0,0,0,0,0,0,,0,25,5,20,5,15,5,0,0,0,0,0,0,0,0,Matches
387,Aaron Ramsdale,,eng ENG,GK,Arsenal,23-325,1998,24,0,0,0,0,0,0,0.13,0,0.13,0.08,0,0,0.08,0,0,0,0,0,0,0,0,0.04,0,Matches
388,Jacob Ramsey,,eng ENG,MF,Aston Villa,20-311,2001,22.4,2.46,1.52,1.25,1.12,0.09,0.8,2.41,33.3,1.61,19.8,5.76,29.1,6.65,9.24,3.93,1.65,0.31,0,1.34,1.38,3.84,0.98,0,Matches
389,Marcus Rashford,,eng ENG,FWMF,Manchester Utd,24-155,1997,10.8,0.56,0.37,0.19,0.28,0.09,0.28,1.11,25,0.83,16.9,5.37,31.9,2.5,7.87,6.48,0.74,0.09,0,0.65,0.74,1.3,0.37,0.09,Matches
390,Milot Rashica,,xk KVX,FWMF,Norwich City,25-280,1996,18.9,1.32,0.79,0.48,0.63,0.21,0.74,1.64,45.2,0.9,13.2,3.65,27.6,4.5,4.39,4.34,1.11,0.11,0,1.01,1.38,2.7,0.85,0,Matches
391,David Raya,,es ESP,GK,Brentford,26-201,1995,17,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0.06,0,0,0.06,0,0,0,0.06,Matches
392,Nathan Redmond,,eng ENG,MFFW,Southampton,28-029,1994,15.1,0.86,0.46,0.26,0.4,0.2,0.26,1.26,21.1,0.99,17.7,4.64,26.1,4.24,6.95,6.56,1.85,0,0,1.85,1.19,2.05,0.86,0,Matches
393,Sergio Reguilon,,es ESP,DF,Tottenham,25-109,1996,19.5,2.15,1.23,0.92,0.92,0.31,0.97,1.74,55.9,0.77,14.1,4,28.4,5.44,6.15,2.51,1.49,0.31,0,1.18,2.1,4.26,2.05,0,Matches
394,Declan Rice,,eng ENG,MF,West Ham,23-080,1999,29,2.21,1.59,1.24,0.83,0.14,0.76,1.62,46.8,0.86,13.7,4.48,32.8,6.07,6.66,0.93,1.76,0.76,0.03,1,2.9,5.1,1.24,0.03,Matches
395,Taylor Richards,,eng ENG,MFFW,Brighton,21-121,2000,0.3,0,0,0,0,0,0,6.67,0,6.67,33.3,16.7,50,16.7,16.7,0,0,0,0,0,0,0,0,0,Matches
396,Richarlison,,br BRA,FWMF,Everton,24-329,1997,19.2,1.35,0.89,0.26,0.68,0.42,0.36,0.73,50,0.36,20.5,5.1,24.9,2.29,8.28,9.9,1.56,0.16,0,1.41,0.73,2.08,1.04,0,Matches
397,Jairo Riedewald,,nl NED,MF,Crystal Palace,25-207,1996,1.3,1.54,1.54,0,0.77,0.77,1.54,3.08,50,1.54,8.46,2.31,27.3,5.38,1.54,1.54,3.08,0,0,3.08,0,1.54,1.54,0,Matches
398,Matt Ritchie,,sct SCO,DF,Newcastle Utd,32-206,1989,14.6,1.51,0.48,0.75,0.55,0.21,0.89,2.05,43.3,1.16,10.4,3.15,30.3,5.21,3.7,1.51,1.92,0.14,0,1.78,1.99,3.49,1.71,0,Matches
399,Connor Roberts,,wls WAL,DF,Burnley,26-193,1995,11.2,1.07,0.71,0.45,0.45,0.18,0.36,0.63,57.1,0.27,7.59,2.59,34.1,3.57,3.39,0.63,3.13,0.54,0,2.59,2.14,3.21,3.48,0,Matches
400,Tyler Roberts,,wls WAL,MFFW,Leeds United,23-082,1999,11,1.55,0.64,0.64,0.55,0.36,0.82,1.36,60,0.55,15.4,4,26,2.18,7.73,5.45,0.91,0.09,0,0.82,0.64,2.18,0.73,0,Matches
401,Andrew Robertson,,sct SCO,DF,Liverpool,28-024,1994,22.5,1.16,0.49,0.44,0.53,0.18,0.44,1.16,38.5,0.71,10.2,2.71,26.6,2.93,4.36,2.89,1.6,0.13,0.04,1.47,1.91,3.07,2.4,0,Matches
402,Joe Rodon,,wls WAL,DF,Tottenham,24-164,1997,0.9,0,0,0,0,0,0,0,,0,7.78,3.33,42.9,5.56,2.22,0,3.33,2.22,0,1.11,2.22,2.22,8.89,0,Matches
403,Rodri,,es ESP,MF,Manchester City,25-286,1996,24.4,2.25,1.68,0.74,1.15,0.37,1.02,2.09,49,1.07,14.7,5.53,37.6,3.89,7.87,2.95,1.6,0.25,0.04,1.35,1.35,3.61,1.72,0,Matches
404,Rodrigo,,es ESP,MFFW,Leeds United,31-029,1991,19.1,1.15,0.89,0.21,0.52,0.42,0.31,0.89,35.3,0.58,15.1,4.61,30.4,2.3,6.91,5.92,0.58,0.05,0,0.52,0.68,1.83,1.2,0,Matches
405,Jay Rodriguez,,eng ENG,FW,Burnley,32-249,1989,10.7,1.4,0.47,0.47,0.56,0.37,0.28,1.03,27.3,0.75,21.5,4.49,20.9,4.11,7.57,9.81,1.5,0.19,0,1.31,0.28,1.68,0.75,0,Matches
406,Mads Roerslev,,dk DEN,DF,Brentford,22-284,1999,11.5,1.91,0.7,1.83,0,0.09,1.22,2.7,45.2,1.48,13.5,3.22,23.9,9.13,2.87,1.48,2.52,0.52,0,2,1.65,3.57,2.35,0,Matches
407,Cristian Romero,,ar ARG,DF,Tottenham,23-342,1998,15.5,3.68,2.19,2,1.55,0.13,1.23,2.19,55.9,0.97,14.8,5.23,35.4,9.42,4.52,0.84,2.13,1.1,0,1.03,2.71,6.39,3.48,0,Matches
408,Oriol Romeu,,es ESP,MF,Southampton,30-192,1991,26.4,2.58,1.59,0.76,1.44,0.38,0.8,2.35,33.9,1.55,17,5.8,34.2,5.61,9.13,2.23,1.4,0.3,0,1.1,1.93,4.51,1.74,0,Matches
409,Cristiano Ronaldo,,pt POR,FW,Manchester Utd,37-058,1985,21.3,0.33,0.28,0.05,0.14,0.14,0.19,0.33,57.1,0.14,6.71,1.88,28,0.7,2.86,3.15,0.42,0.09,0,0.33,0.14,0.47,1.17,0.05,Matches
410,Salomon Rondon,,ve VEN,FW,Everton,32-200,1989,7.9,0.63,0.25,0,0.25,0.38,0.25,1.01,25,0.76,17.7,5.44,30.7,1.27,7.97,8.48,0.76,0.13,0,0.63,0.51,1.14,1.39,0,Matches
411,Danny Rose,,eng ENG,DF,Watford,31-276,1990,7.7,2.99,1.95,1.95,1.04,0,1.56,3.77,41.4,2.21,11,4.42,40,5.71,4.68,0.65,1.82,0.78,0,1.04,1.95,4.94,1.69,0,Matches
412,Jon Rowe,,eng ENG,FWMF,Norwich City,18-339,2003,1.5,2.67,1.33,2,0.67,0,0,0,,0,24,6,25,10,5.33,8.67,3.33,0,0,3.33,2,4.67,0,0,Matches
413,Antonio Rudiger,,de GER,DF,Chelsea,29-032,1993,27,1.44,0.81,0.81,0.56,0.07,0.7,1.11,63.3,0.41,8.44,2.67,31.6,4.26,3.11,1.07,1.3,0.37,0,0.93,1.26,2.7,3.33,0.04,Matches
414,Lukas Rupp,,de GER,MF,Norwich City,31-086,1991,6.5,1.38,1.08,0.62,0.77,0,0.62,1.85,33.3,1.23,19.8,7.23,36.4,8,8.92,2.92,1.23,0.15,0,1.08,2.46,3.85,0.46,0.15,Matches
415,Jose Sa,,pt POR,GK,Wolves,29-077,1993,31,0.03,0,0.03,0,0,0.03,0.1,33.3,0.06,0.26,0.06,25,0.26,0,0,0,0,0,0,0,0.03,0.1,0.06,Matches
416,Allan Saint-Maximin,,fr FRA,FWMF,Newcastle Utd,25-023,1997,23.7,0.3,0.21,0.13,0.08,0.08,0,0.51,0,0.51,8.35,2.15,25.8,1.86,3.59,2.91,0.72,0.04,0,0.68,0.72,1.01,0.08,0,Matches
417,Romain Saiss,,ma MAR,DF,Wolves,32-009,1990,27.4,1.93,1.2,1.28,0.55,0.11,0.51,1.02,50,0.51,9.16,3.21,35.1,5.29,3.21,0.66,2.01,0.8,0,1.2,2.63,4.56,5.99,0.04,Matches
418,Bukayo Saka,,eng ENG,FWMF,Arsenal,20-211,2001,23.7,1.01,0.72,0.34,0.55,0.13,0.13,0.89,14.3,0.76,13.9,4.01,28.8,2.83,5.57,5.53,1.27,0.04,0,1.22,0.84,1.86,0.46,0,Matches
419,Mohamed Salah,,eg EGY,FW,Liverpool,29-293,1992,25.9,0.42,0.15,0.15,0.12,0.15,0.12,0.62,18.8,0.5,14.2,4.05,28.5,2.16,3.78,8.26,0.27,0,0,0.27,0.5,0.93,0.15,0,Matches
420,Mohammed Salisu,,gh GHA,DF,Southampton,22-352,1999,27,2.74,1.78,1.96,0.67,0.11,1.26,2.22,56.7,0.96,10.2,4.19,40.9,6.07,3.52,0.63,2.04,0.85,0.04,1.19,2.81,5.56,6,0.11,Matches
421,Albert Sambi Lokonga,,be BEL,MF,Arsenal,22-164,1999,10.1,1.88,1.19,0.79,0.99,0.1,0.69,1.19,58.3,0.5,11.3,3.56,31.6,3.76,5.54,1.98,1.68,0.79,0,0.89,1.88,3.76,1.09,0.2,Matches
422,Davinson Sanchez,,co COL,DF,Tottenham,25-296,1996,14.8,2.5,1.22,1.35,0.95,0.2,0.81,1.49,54.5,0.68,11.4,4.12,36.3,5.41,4.93,1.01,2.23,1.22,0,1.01,1.69,4.19,4.32,0,Matches
423,Robert Sanchez,,es ESP,GK,Brighton,24-137,1997,29,0,0,0,0,0,0,0,,0,0.1,0.03,33.3,0.1,0,0,0.03,0,0,0.03,0,0,0,0.1,Matches
424,Jadon Sancho,,eng ENG,FWMF,Manchester Utd,22-010,2000,17.6,0.74,0.45,0.34,0.34,0.06,0.34,1.14,30,0.8,14.1,3.35,23.8,3.24,6.93,3.92,1.02,0.11,0,0.91,0.85,1.59,0.28,0.11,Matches
425,Morgan Sanson,,fr FRA,MF,Aston Villa,27-229,1994,4,3,2,1.25,1,0.75,1,1.5,66.7,0.5,34,11.5,33.8,12.8,15.3,6,3.75,0,0,3.75,2.75,5.75,0.5,0,Matches
426,Samir Santos,,br BRA,DF,Watford,27-120,1994,12,2.08,1.17,1.42,0.58,0.08,0.58,1,58.3,0.42,8.17,3,36.7,5.08,2.58,0.5,1.42,0.67,0.08,0.75,3.5,5.58,4.17,0,Matches
427,Josh Sargent,,us USA,FWMF,Norwich City,22-043,2000,17.3,1.91,0.98,0.92,0.46,0.52,0.75,1.85,40.6,1.1,20.6,5.72,27.7,5.55,8.27,6.82,2.49,0.12,0,2.37,1.21,3.12,1.04,0.12,Matches
428,Jeremy Sarmiento,,ec ECU,FWDF,Brighton,19-292,2002,0.3,6.67,3.33,3.33,0,3.33,0,3.33,0,3.33,33.3,13.3,40,13.3,13.3,6.67,6.67,3.33,0,3.33,3.33,10,0,0,Matches
429,Ismaila Sarr,,sn SEN,MFFW,Watford,24-038,1998,15.9,0.63,0.31,0.13,0.38,0.13,0.06,0.57,11.1,0.5,19.1,4.21,22,4.09,8.3,6.73,0.94,0.06,0,0.88,0.82,1.45,0.5,0,Matches
430,Malang Sarr,,fr FRA,DF,Chelsea,23-071,1999,4.7,1.91,0.85,1.7,0.21,0,0.21,0.85,25,0.64,9.79,3.4,34.8,5.74,3.4,0.64,1.49,0.64,0,0.85,2.55,4.47,4.47,0,Matches
431,Dane Scarlett,,eng ENG,MF,Tottenham,18-011,2004,0,0,0,0,0,0,0,0,,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
432,Fabian Schar,,ch SUI,DF,Newcastle Utd,30-105,1991,19.8,0.81,0.45,0.66,0.1,0.05,0.51,0.71,71.4,0.2,6.21,2.07,33.3,3.48,2.07,0.66,1.67,0.91,0.1,0.76,3.13,3.94,5.35,0.1,Matches
433,Jeffrey Schlupp,,gh GHA,MFFW,Crystal Palace,29-102,1992,14.4,2.36,1.11,0.69,1.32,0.35,0.9,2.22,40.6,1.32,19.2,5.97,31,5,10.6,3.61,2.5,0.49,0,2.01,1.11,3.47,1.25,0,Matches
434,Kasper Schmeichel,,dk DEN,GK,Leicester City,35-150,1986,28,0,0,0,0,0,0,0.07,0,0.07,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0.07,Matches
435,Ken Sema,,se SWE,MFFW,Watford,28-186,1993,6.1,1.8,1.15,1.48,0.33,0,0.66,2.95,22.2,2.3,24.6,4.92,20,9.51,12.8,2.3,1.64,0,0,1.64,0.82,2.62,2.62,0,Matches
436,Nelson Semedo,,pt POR,DF,Wolves,28-139,1993,22.1,2.49,1.72,1.67,0.63,0.18,1.13,2.08,54.3,0.95,15.7,4.3,27.5,7.6,5.52,2.53,1.81,0.14,0,1.67,1.86,4.34,2.49,0,Matches
437,Ryan Sessegnon,,eng ENG,DFMF,Tottenham,21-321,2000,6,2.17,1,1.33,0.67,0.17,0.83,2,41.7,1.17,21,4.17,19.8,9.67,6.83,4.5,1.83,0.17,0,1.67,2.17,4.33,1.67,0,Matches
438,Jamie Shackleton,,eng ENG,DFMF,Leeds United,22-178,1999,7.6,3.42,2.37,2.24,0.92,0.26,1.18,2.63,45,1.45,14.9,4.87,32.7,6.71,6.32,1.84,2.11,0.92,0.13,1.18,1.18,4.61,1.18,0.26,Matches
439,Luke Shaw,,eng ENG,DF,Manchester Utd,26-266,1995,17.8,1.24,0.73,0.51,0.56,0.17,0.67,1.35,50,0.67,10.7,3.09,28.9,4.66,4.04,1.97,2.25,0.62,0,1.63,0.84,2.08,1.24,0,Matches
440,Jonjo Shelvey,,eng ENG,MF,Newcastle Utd,30-036,1992,18,1.17,0.61,0.44,0.61,0.11,0.28,1.28,21.7,1,12.4,3.06,24.7,5,6.22,1.17,1.22,0.39,0,0.83,1.67,2.83,1.56,0.11,Matches
441,Francisco Sierralta,,cl CHI,DF,Watford,24-333,1997,4.7,1.28,0.85,1.28,0,0,1.06,1.7,62.5,0.64,5.11,2.13,41.7,3.83,1.28,0,1.91,0.43,0,1.49,2.98,4.26,8.51,0,Matches
442,Bernardo Silva,,pt POR,MFFW,Manchester City,27-237,1994,26.9,1.49,0.93,0.59,0.52,0.37,0.78,2.08,37.5,1.3,15.4,4.28,27.8,2.94,6.91,5.54,1.12,0.11,0,1,0.97,2.45,0.74,0,Matches
