,,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,CK_In,CK_Out,CK_Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
435,Ryan Sessegnon,,eng ENG,DFMF,Tottenham,21-309,2000,6,197,166,31,2,0,26,3,13,1,0,0,0,119,48,30,127,29,9,28,0,145,1,8,3,9,Matches
436,Jamie Shackleton,,eng ENG,DFMF,Leeds United,22-166,1999,7.6,394,333,61,2,0,44,1,4,0,0,0,0,279,93,22,78,244,9,59,1,340,0,5,11,13,Matches
437,Luke Shaw,,eng ENG,DF,Manchester Utd,26-254,1995,17.3,1135,920,215,14,1,146,42,42,51,15,28,2,680,243,212,872,56,35,150,5,905,6,8,36,44,Matches
438,Jonjo Shelvey,,eng ENG,MF,Newcastle Utd,30-024,1992,17,730,666,64,25,2,97,65,11,24,11,8,2,446,70,214,84,614,21,3,3,586,1,10,18,5,Matches
439,Francisco Sierralta,,cl CHI,DF,Watford,24-321,1997,4.7,169,164,5,5,0,17,5,0,0,0,0,0,122,8,39,17,137,8,0,0,143,1,4,0,0,Matches
440,Bernardo Silva,,pt POR,MFFW,Manchester City,27-225,1994,26.7,1581,1514,67,19,4,211,21,56,13,1,0,0,1317,146,118,1387,130,28,24,7,1395,3,10,40,42,Matches
441,Fabio Silva,,pt POR,FWMF,Wolves,19-247,2002,2.9,72,66,6,0,0,18,1,2,0,0,0,0,49,16,7,1,64,4,0,0,47,0,0,7,4,Matches
442,Thiago Silva,,br BRA,DF,Chelsea,37-182,1984,21.3,1741,1705,36,33,2,145,31,0,0,0,0,0,1390,138,213,137,1507,66,3,4,1609,3,6,24,8,Matches
443,Ellis Simms,,eng ENG,FW,Everton,21-077,2001,0.7,15,15,0,0,0,7,0,0,0,0,0,0,4,9,2,2,6,4,0,0,8,0,2,0,0,Matches
444,Moussa Sissoko,,fr FRA,MF,Watford,32-219,1989,26.8,895,873,22,14,1,170,22,15,0,0,0,0,589,118,188,80,677,87,8,6,720,1,12,41,17,Matches
445,Oliver Skipp,,eng ENG,MF,Tottenham,21-188,2000,15,822,804,18,17,1,97,14,5,0,0,0,0,689,61,72,44,742,22,1,4,736,0,8,24,16,Matches
446,William Smallbone,,ie IRL,MFFW,Southampton,22-030,2000,1.3,27,25,2,1,0,11,0,1,0,0,0,0,12,7,8,3,21,1,0,0,14,0,1,2,3,Matches
447,Emile Smith Rowe,,eng ENG,MFFW,Arsenal,21-238,2000,16.7,645,612,33,3,3,78,13,16,22,16,3,0,520,59,66,114,503,17,5,2,552,1,4,14,10,Matches
448,Cedric Soares,,pt POR,DF,Arsenal,30-204,1991,9.2,559,455,104,21,0,59,20,28,10,6,1,2,340,93,126,55,395,28,73,0,449,3,12,14,15,Matches
449,Tomas Soucek,,cz CZE,MF,West Ham,27-024,1995,27.9,1102,1089,13,10,1,192,32,12,0,0,0,0,714,136,252,123,776,111,3,13,862,0,21,27,19,Matches
450,Boubakary Soumare,,fr FRA,MF,Leicester City,23-024,1999,11.5,506,503,3,3,3,124,9,2,0,0,0,0,375,56,75,86,365,27,0,2,413,1,7,20,7,Matches
451,Caglar Soyuncu,,tr TUR,DF,Leicester City,25-304,1996,23.7,1500,1459,41,36,0,167,40,4,0,0,0,0,1121,112,267,335,1033,74,3,7,1278,5,22,24,12,Matches
452,Jason Steele,,eng ENG,GK,Brighton,31-217,1990,1,38,32,6,0,0,0,2,0,0,0,0,0,31,1,6,2,34,0,0,2,34,0,0,0,0,Matches
453,Jed Steer,,eng ENG,GK,Aston Villa,29-181,1992,1,36,27,9,3,0,0,0,0,0,0,0,0,24,0,12,19,10,0,0,6,27,0,0,0,0,Matches
454,Zack Steffen,,us USA,GK,Manchester City,26-355,1995,1,38,29,9,2,0,5,0,0,0,0,0,0,29,1,8,3,28,1,0,6,33,0,1,0,0,Matches
455,Dale Stephens,,eng ENG,MF,Burnley,32-284,1989,1.4,57,57,0,0,0,14,1,0,0,0,0,0,35,9,13,5,47,4,0,0,44,0,1,2,1,Matches
456,Jack Stephens,,eng ENG,DF,Southampton,28-055,1994,7,353,336,17,10,0,47,9,0,0,0,0,0,250,20,83,16,300,18,7,1,281,0,2,7,5,Matches
457,Raheem Sterling,,eng ENG,FW,Manchester City,27-105,1994,17.4,704,696,8,3,1,112,5,40,2,0,1,0,593,51,60,67,625,4,2,3,585,4,6,23,29,Matches
458,Finley Stevens,,wls WAL,DF,Brentford,18-347,2003,0.2,8,8,0,0,0,2,1,0,0,0,0,0,3,3,2,0,6,1,0,0,5,0,1,0,0,Matches
459,John Stones,,eng ENG,DF,Manchester City,27-299,1994,9.6,771,743,28,10,0,85,18,0,0,0,0,0,651,46,74,107,604,20,18,3,720,2,3,7,4,Matches
460,Pascal Struijk,,nl NED,DFMF,Leeds United,22-224,1999,19.8,1080,1034,46,28,0,128,32,0,0,0,0,0,826,112,142,804,182,46,18,3,950,3,15,28,14,Matches
461,Crysencio Summerville,,nl NED,MFFW,Leeds United,20-144,2001,1.4,63,62,1,0,0,11,0,4,0,0,0,0,55,4,4,5,56,0,1,0,48,0,2,3,2,Matches
462,Jakob Sorensen,,dk DEN,DFMF,Norwich City,24-020,1998,4.1,176,168,8,5,0,20,7,0,0,0,0,0,117,22,37,17,141,12,2,0,147,0,2,3,1,Matches
463,Japhet Tanganga,,eng ENG,DF,Tottenham,22-357,1999,8.2,396,341,55,5,0,41,8,10,0,0,0,0,259,65,72,35,286,16,50,2,327,0,7,13,5,Matches
464,Matt Targett,,eng ENG,DF,Newcastle Utd,26-186,1995,7,377,274,103,14,0,44,14,14,17,10,5,2,177,79,121,239,35,27,72,0,271,0,1,15,15,Matches
465,Matt Targett,,eng ENG,DF,Aston Villa,26-186,1995,15.9,805,657,148,19,0,100,27,41,9,0,2,6,421,163,221,554,68,39,120,3,599,1,10,30,33,Matches
466,James Tarkowski,,eng ENG,DF,Burnley,29-124,1992,25,786,775,11,7,1,132,36,1,0,0,0,0,350,96,340,87,501,118,4,3,551,2,31,18,8,Matches
467,Nuno Tavares,,pt POR,DF,Arsenal,22-056,2000,7,404,344,60,8,0,30,19,20,0,0,0,0,268,79,57,267,65,10,52,0,334,0,4,11,15,Matches
468,Charlie Taylor,,eng ENG,DF,Burnley,28-186,1993,19.3,864,674,190,7,1,119,14,41,0,0,0,0,350,213,301,571,25,53,183,1,607,9,23,22,32,Matches
469,Nathan Tella,,eng ENG,MFFW,Southampton,22-261,1999,6.5,136,130,6,1,0,28,2,8,2,0,0,0,91,18,27,32,88,10,2,0,83,1,2,4,10,Matches
470,Alex Telles,,br BRA,DF,Manchester Utd,29-098,1992,11.1,685,561,124,13,0,87,21,36,28,12,13,1,392,132,161,530,33,22,83,3,507,2,9,30,20,Matches
471,Luke Thomas,,eng ENG,DF,Leicester City,20-286,2001,17.2,1012,815,197,15,1,135,7,18,2,0,2,0,610,229,173,686,69,53,180,3,818,1,14,29,31,Matches
472,Dominic Thompson,,eng ENG,DF,Brentford,21-240,2000,1.6,41,39,2,1,0,4,1,1,0,0,0,0,23,8,10,25,11,3,1,0,21,1,3,4,3,Matches
473,Youri Tielemans,,be BEL,MF,Leicester City,24-320,1997,20.1,1162,1086,76,41,3,218,32,16,24,11,8,1,903,95,164,222,889,35,7,3,941,6,22,45,22,Matches
474,Kieran Tierney,,sct SCO,DF,Arsenal,24-291,1997,21.3,1164,979,185,10,0,97,40,72,0,0,0,0,704,202,258,830,94,53,175,1,904,7,18,37,32,Matches
475,Takehiro Tomiyasu,,jp JPN,DF,Arsenal,23-138,1998,15.4,899,755,144,16,2,96,21,23,0,0,0,0,520,193,186,197,466,66,128,4,715,3,16,22,17,Matches
476,James Tomkins,,eng ENG,DF,Crystal Palace,32-359,1989,6.1,314,294,20,18,0,31,9,0,0,0,0,0,240,17,57,47,245,14,0,1,276,0,5,3,3,Matches
477,Ivan Toney,,eng ENG,FW,Brentford,26-007,1996,24.3,565,542,23,5,8,169,4,18,2,1,0,0,273,150,142,58,345,50,7,25,321,5,12,34,35,Matches
478,Ferran Torres,,es ESP,FW,Manchester City,22-022,2000,3.4,72,67,5,0,0,16,0,2,0,0,0,0,55,14,3,6,62,3,0,0,55,0,1,4,4,Matches
479,Cenk Tosun,,tr TUR,FW,Everton,30-289,1991,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,Matches
480,Andros Townsend,,eng ENG,MF,Everton,30-250,1991,16.2,487,429,58,20,1,95,25,56,25,20,2,1,287,59,141,334,120,19,8,3,342,1,15,13,20,Matches
481,Adama Traore,,es ESP,FW,Wolves,26-057,1996,11.9,329,327,2,0,0,74,9,28,0,0,0,0,231,41,57,52,255,6,2,3,245,1,9,12,20,Matches
482,Bertrand Traore,,bf BFA,FWMF,Aston Villa,26-198,1995,2,65,63,2,0,0,11,2,3,0,0,0,0,44,9,12,51,6,3,1,0,50,0,2,5,3,Matches
483,Trezeguet,,eg EGY,FW,Aston Villa,27-173,1994,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,0,0,0,6,0,0,0,0,Matches
484,Francisco Trincao,,pt POR,FWMF,Wolves,22-084,1999,12.7,395,375,20,5,1,82,11,19,13,1,9,0,290,42,63,338,32,17,2,3,309,1,1,14,17,Matches
485,Kieran Trippier,,eng ENG,DF,Newcastle Utd,31-185,1990,3.5,201,134,67,13,0,27,12,7,12,1,6,4,68,47,86,9,132,10,42,1,137,0,3,8,6,Matches
486,William Troost-Ekong,,ng NGA,DF,Watford,28-203,1993,15.3,554,539,15,13,0,56,29,1,0,0,0,0,353,41,160,61,439,34,2,1,437,1,13,11,6,Matches
487,Leandro Trossard,,be BEL,FWMF,Brighton,27-109,1994,24.4,924,884,40,9,3,176,49,46,7,2,3,0,648,139,137,160,729,15,7,5,721,2,10,33,47,Matches
488,Kostas Tsimikas,,gr GRE,DF,Liverpool,25-315,1996,7.4,489,390,99,10,0,43,25,40,33,4,20,8,273,95,121,332,82,16,56,0,352,0,5,22,22,Matches
489,Axel Tuanzebe,,eng ENG,DF,Aston Villa,24-129,1997,5.6,227,221,6,6,0,22,7,1,0,0,0,0,177,22,28,17,191,15,0,1,197,0,4,4,1,Matches
490,Ozan Tufan,,tr TUR,MF,Watford,27-000,1995,3.7,122,112,10,3,0,30,2,3,5,1,2,0,75,23,24,14,96,9,0,0,85,0,1,5,12,Matches
491,Christos Tzolis,,gr GRE,FWMF,Norwich City,20-052,2002,3.4,88,87,1,0,0,38,3,9,1,1,0,0,60,19,9,18,64,4,0,0,66,0,5,1,5,Matches
492,Yan Valery,,fr FRA,DF,Southampton,23-029,1999,1.5,68,64,4,1,0,12,1,2,0,0,0,0,45,7,16,1,58,2,3,1,47,0,3,4,1,Matches
493,Raphael Varane,,fr FRA,DF,Manchester Utd,28-332,1993,15.3,836,804,32,30,0,81,30,0,0,0,0,0,648,64,124,318,448,34,2,1,751,0,13,11,5,Matches
494,Jamie Vardy,,eng ENG,FW,Leicester City,35-071,1987,15.6,206,178,28,0,1,42,3,15,0,0,0,0,145,40,21,42,135,10,0,3,149,2,3,10,10,Matches
495,Joel Veltman,,nl NED,DF,Brighton,30-067,1992,22.9,1407,1197,210,32,3,147,22,28,0,0,0,0,884,233,290,213,919,60,177,7,1122,3,29,44,43,Matches
496,Jannik Vestergaard,,dk DEN,DF,Leicester City,29-232,1992,6.3,357,346,11,11,0,35,17,0,0,0,0,0,293,19,45,100,244,7,0,0,328,0,3,8,5,Matches
497,Nikola Vlasic,,hr CRO,FWMF,West Ham,24-170,1997,5.1,172,171,1,1,0,53,5,12,0,0,0,0,126,23,23,43,117,4,0,3,134,0,5,7,5,Matches
498,Matej Vydra,,cz CZE,FW,Burnley,29-326,1992,5,72,72,0,0,0,20,0,2,0,0,0,0,33,26,13,7,34,11,0,9,48,1,3,5,2,Matches
499,Theo Walcott,,eng ENG,MFFW,Southampton,33-007,1989,4.2,86,85,1,0,0,13,0,4,0,0,0,0,54,16,16,7,69,6,1,1,61,0,2,1,7,Matches
500,Kyle Walker,,eng ENG,DF,Manchester City,31-299,1990,17.5,1500,1368,132,19,1,102,51,27,0,0,0,0,1148,189,163,35,1287,45,113,4,1339,6,15,21,24,Matches
501,Kyle Walker-Peters,,eng ENG,DF,Southampton,24-344,1997,20.3,1021,838,183,10,2,158,6,26,0,0,0,0,672,168,181,94,707,35,173,2,816,2,16,32,37,Matches
502,Aaron Wan-Bissaka,,eng ENG,DF,Manchester Utd,24-117,1997,17.9,1021,859,162,11,0,126,19,21,0,0,0,0,725,204,92,60,780,20,151,0,857,2,10,43,30,Matches
503,Joel Ward,,eng ENG,DF,Crystal Palace,32-145,1989,23,1439,1181,258,33,2,153,27,29,3,0,0,3,857,275,307,89,1040,52,222,5,1148,3,36,49,32,Matches
504,James Ward-Prowse,,eng ENG,MF,Southampton,27-142,1994,26.7,1649,1389,260,82,1,193,93,50,167,86,72,1,1097,136,416,124,1429,75,3,2,1304,2,20,27,25,Matches
505,Ollie Watkins,,eng ENG,FW,Aston Villa,26-083,1995,24.1,533,512,21,1,3,142,5,17,0,0,0,0,360,106,67,66,384,30,2,6,389,2,6,23,21,Matches
506,Adam Webster,,eng ENG,DF,Brighton,27-078,1995,13,982,957,25,12,0,108,32,4,0,0,0,0,736,74,172,200,685,50,13,4,824,1,16,22,13,Matches
507,Wout Weghorst,,nl NED,FW,Burnley,29-228,1992,8.4,219,218,1,0,2,68,1,2,0,0,0,0,110,60,49,12,142,26,1,10,143,0,1,20,11,Matches
508,Danny Welbeck,,eng ENG,FWMF,Brighton,31-117,1990,8.1,123,122,1,0,0,43,0,1,0,0,0,0,83,21,19,6,96,3,1,1,99,0,0,3,4,Matches
509,Timo Werner,,de GER,FWMF,Chelsea,26-017,1996,8.2,210,203,7,0,0,39,2,19,0,0,0,0,165,34,11,30,166,8,3,1,154,1,4,6,15,Matches
510,Ashley Westwood,,eng ENG,MF,Burnley,31-356,1990,22.1,1062,920,142,40,3,131,56,31,62,55,2,1,575,141,346,63,949,33,4,5,752,11,18,35,26,Matches
511,Ben White,,eng ENG,DF,Arsenal,24-166,1997,26,1415,1371,44,27,2,159,34,3,0,0,0,0,1061,113,241,131,1162,71,17,2,1218,4,30,25,14,Matches
512,Brandon Williams,,eng ENG,DF,Norwich City,21-201,2000,21.5,1009,828,181,19,3,144,17,18,1,0,1,0,658,157,194,201,599,36,161,2,811,6,15,46,15,Matches
513,Neco Williams,,wls WAL,DF,Liverpool,20-344,2001,0.1,8,7,1,0,0,2,0,1,0,0,0,0,6,2,0,0,7,0,1,0,8,0,0,0,0,Matches
514,Joe Willock,,eng ENG,MF,Newcastle Utd,22-215,1999,19.5,471,454,17,2,0,100,9,13,0,0,0,0,354,66,51,58,377,19,3,3,377,1,8,11,14,Matches
515,Callum Wilson,,eng ENG,FW,Newcastle Utd,30-024,1992,13.2,154,137,17,1,0,57,1,5,0,0,0,0,88,42,24,14,96,16,2,9,105,1,2,4,8,Matches
516,Harry Winks,,eng ENG,MF,Tottenham,26-049,1996,9.4,608,577,31,19,6,82,18,8,9,3,4,0,490,40,78,63,529,11,0,0,522,2,6,21,6,Matches
517,Yoane Wissa,,cd COD,FWMF,Brentford,25-201,1996,9.6,184,179,5,2,0,39,1,10,0,0,0,0,123,30,31,21,137,15,1,1,126,1,1,10,11,Matches
518,Chris Wood,,nz NZL,FW,Newcastle Utd,30-106,1991,10,240,236,4,0,1,122,0,2,0,0,0,0,81,82,77,24,76,29,0,12,128,1,6,9,9,Matches
519,Chris Wood,,nz NZL,FW,Burnley,30-106,1991,15.2,308,300,8,0,0,145,2,5,1,1,0,0,129,88,91,30,138,42,0,5,182,1,7,12,17,Matches
520,Freddie Woodman,,eng ENG,GK,Newcastle Utd,25-019,1997,4,123,74,49,6,0,3,4,0,0,0,0,0,52,3,68,10,97,0,0,11,74,2,5,1,0,Matches
521,Granit Xhaka,,ch SUI,MF,Arsenal,29-177,1992,16.2,869,841,28,23,2,120,30,7,0,0,0,0,651,108,110,668,120,47,2,7,748,1,6,21,19,Matches
522,Andriy Yarmolenko,,ua UKR,FWMF,West Ham,32-151,1989,1.9,69,67,2,0,0,11,2,3,0,0,0,0,47,8,14,35,30,2,0,0,50,0,1,1,5,Matches
523,Ashley Young,,eng ENG,DFFW,Aston Villa,36-257,1985,11.7,499,420,79,12,0,56,18,23,4,1,2,0,290,98,111,79,330,21,59,3,383,2,14,14,14,Matches
524,Wilfried Zaha,,ci CIV,FW,Crystal Palace,29-133,1992,22.5,720,698,22,4,1,180,11,41,1,0,0,0,569,77,74,73,602,12,13,7,552,2,6,40,35,Matches
525,Christoph Zimmermann,,de GER,DF,Norwich City,29-070,1993,0.5,11,11,0,0,0,1,0,0,0,0,0,0,9,1,1,0,10,1,0,0,7,0,0,2,0,Matches
526,Oleksandr Zinchenko,,ua UKR,DF,Manchester City,25-098,1996,6.6,596,546,50,7,2,51,9,13,2,0,1,0,452,72,72,484,45,17,41,2,533,2,3,11,18,Matches
527,Hakim Ziyech,,ma MAR,FWMF,Chelsea,29-004,1993,10.7,490,452,38,6,2,69,16,41,22,5,15,1,337,47,106,402,57,11,10,1,354,4,11,20,18,Matches
528,Kurt Zouma,,fr FRA,DF,West Ham,27-147,1994,17.8,698,677,21,19,1,56,15,2,0,0,0,0,536,52,110,124,505,42,1,1,614,0,16,3,1,Matches
529,Martin Odegaard,,no NOR,MF,Arsenal,23-096,1998,21,1105,1025,80,23,7,177,30,17,22,10,7,2,858,119,128,969,94,21,4,8,929,7,11,41,24,Matches
