,,,,,,,,,Performance,Performance,Performance,Performance,Performance,Performance,,,,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,AD Won,AD Lost,AD Won%,Matches
365,Emerson Palmieri,,it ITA,DF,Chelsea,27-232,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
366,Thomas Partey,,gh GHA,MF,Arsenal,28-283,1993,21.7,5,0,0,36,21,0,2,31,41,0,0,0,219,22,26,45.8,Matches
367,Joao Pedro,,br BRA,FWMF,Watford,20-178,2001,11.3,1,0,0,11,25,2,15,12,9,0,0,0,83,42,57,42.4,Matches
368,Nicolas Pepe,,ci CIV,FWMF,Arsenal,26-298,1995,6.7,0,0,0,12,5,3,8,9,8,0,0,0,54,16,29,35.6,Matches
369,Ricardo Pereira,,pt POR,DF,Leicester City,28-168,1993,9.8,3,0,0,6,17,0,15,22,22,0,0,0,68,18,10,64.3,Matches
370,Ayoze Perez,,es ESP,FWMF,Leicester City,28-243,1993,2.4,0,1,0,3,3,0,3,2,2,0,0,0,10,6,8,42.9,Matches
371,Sonny Perkins,,eng ENG,FW,West Ham,18-041,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Matches
372,Romain Perraud,,fr FRA,DF,Southampton,24-182,1997,13.4,2,0,0,30,16,0,34,16,15,0,0,0,95,14,23,37.8,Matches
373,Kalvin Phillips,,eng ENG,MF,Leeds United,26-111,1995,11.1,2,0,0,29,15,0,5,23,27,0,0,0,137,15,15,50,Matches
374,Jaden Philogene Bidace,,eng ENG,FW,Aston Villa,19-309,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
375,Jordan Pickford,,eng ENG,GK,Everton,28-016,1994,25,1,0,0,0,4,0,0,0,0,0,0,0,108,0,0,,Matches
376,Erik Pieters,,nl NED,DF,Burnley,33-228,1988,7.9,1,0,0,16,5,0,5,22,15,0,0,0,73,13,11,54.2,Matches
377,Ethan Pinnock,,jm JAM,DF,Brentford,28-298,1993,27.7,1,0,0,10,18,1,27,49,37,0,0,0,320,145,68,68.1,Matches
378,Daniel Podence,,pt POR,FWMF,Wolves,26-153,1995,15.6,2,0,0,10,28,3,33,6,8,0,0,0,82,2,22,8.3,Matches
379,Paul Pogba,,fr FRA,MFFW,Manchester Utd,29-008,1993,12.6,6,1,0,41,34,0,15,17,12,0,0,0,110,36,23,61,Matches
380,Nick Pope,,eng ENG,GK,Burnley,29-338,1992,25,0,0,0,0,3,0,0,0,0,0,0,0,123,0,0,,Matches
381,Teemu Pukki,,fi FIN,FW,Norwich City,31-359,1990,27.2,4,0,0,36,24,9,19,16,9,1,0,0,98,13,88,12.9,Matches
382,Christian Pulisic,,us USA,MFFW,Chelsea,23-186,1998,10.5,2,0,0,11,27,4,11,6,4,0,0,0,56,12,30,28.6,Matches
383,Przemyslaw Placheta,,pl POL,FWMF,Norwich City,24-000,1998,4.9,1,0,0,2,5,0,10,8,3,0,0,0,31,3,10,23.1,Matches
384,Jesuran Rak Sakyi,,eng ENG,MF,Crystal Palace,19-169,2002,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
385,Aaron Ramsdale,,eng ENG,GK,Arsenal,23-313,1998,24,1,0,0,0,5,0,0,0,0,0,0,0,132,0,0,,Matches
386,Jacob Ramsey,,eng ENG,MF,Aston Villa,20-299,2001,21.4,5,0,0,28,43,1,13,27,33,0,0,0,143,19,26,42.2,Matches
387,Marcus Rashford,,eng ENG,FWMF,Manchester Utd,24-143,1997,10.4,2,0,0,8,20,10,22,8,4,0,0,0,49,13,22,37.1,Matches
388,Milot Rashica,,xk KVX,FWMF,Norwich City,25-268,1996,18,0,0,0,24,42,11,65,25,14,0,0,0,108,13,27,32.5,Matches
389,David Raya,,es ESP,GK,Brentford,26-189,1995,16,0,0,0,0,2,0,0,0,0,0,0,0,88,0,0,,Matches
390,Nathan Redmond,,eng ENG,MFFW,Southampton,28-017,1994,15.1,0,0,0,14,15,2,37,18,7,0,0,0,97,12,37,24.5,Matches
391,Sergio Reguilon,,es ESP,DF,Tottenham,25-097,1996,19.5,4,0,0,23,23,1,59,41,24,0,0,0,135,29,23,55.8,Matches
392,Declan Rice,,eng ENG,MF,West Ham,23-068,1999,28,7,0,0,32,17,0,27,84,45,0,0,0,299,38,21,64.4,Matches
393,Taylor Richards,,eng ENG,MFFW,Brighton,21-109,2000,0.3,0,0,0,2,2,0,0,0,0,0,0,0,5,0,1,0,Matches
394,Richarlison,,br BRA,FWMF,Everton,24-317,1997,18.2,6,0,0,29,53,16,11,13,17,0,0,0,96,31,109,22.1,Matches
395,Jairo Riedewald,,nl NED,MF,Crystal Palace,25-195,1996,1.3,0,0,0,1,0,0,0,0,2,0,0,0,12,0,2,0,Matches
396,Matt Ritchie,,sct SCO,DF,Newcastle Utd,32-194,1989,14.6,5,0,0,12,10,0,44,29,7,0,0,0,115,14,21,40,Matches
397,Connor Roberts,,wls WAL,DF,Burnley,26-181,1995,10.2,1,0,0,5,16,1,14,18,7,0,0,0,97,15,12,55.6,Matches
398,Tyler Roberts,,wls WAL,MFFW,Leeds United,23-070,1999,11,5,0,0,19,25,3,16,7,7,0,0,0,63,10,26,27.8,Matches
399,Andrew Robertson,,sct SCO,DF,Liverpool,28-012,1994,21.5,4,1,0,18,9,4,77,39,10,0,0,0,200,25,11,69.4,Matches
400,Joe Rodon,,wls WAL,DF,Tottenham,24-152,1997,0.9,0,0,0,0,1,0,0,2,0,0,0,0,3,1,2,33.3,Matches
401,Rodri,,es ESP,MF,Manchester City,25-274,1996,23.4,5,0,0,42,26,0,5,32,40,0,0,0,289,64,25,71.9,Matches
402,Rodrigo,,es ESP,MFFW,Leeds United,31-017,1991,18.1,8,0,0,16,24,4,24,13,17,0,0,0,102,17,33,34,Matches
403,Jay Rodriguez,,eng ENG,FW,Burnley,32-237,1989,10.5,3,0,0,23,15,11,3,4,5,0,0,0,41,46,58,44.2,Matches
404,Mads Roerslev,,dk DEN,DF,Brentford,22-272,1999,10.5,1,0,0,16,7,2,15,19,7,0,1,0,67,12,25,32.4,Matches
405,Cristian Romero,,ar ARG,DF,Tottenham,23-330,1998,14.5,8,0,0,23,14,2,1,42,30,0,1,0,141,35,23,60.3,Matches
406,Oriol Romeu,,es ESP,MF,Southampton,30-180,1991,25.7,8,0,0,47,20,0,6,49,41,0,0,0,333,54,45,54.5,Matches
407,Cristiano Ronaldo,,pt POR,FW,Manchester Utd,37-046,1985,21.3,5,0,0,12,23,26,11,3,6,1,0,0,86,35,48,42.2,Matches
408,Salomon Rondon,,ve VEN,FW,Everton,32-188,1989,7.9,2,0,0,11,3,5,3,4,2,0,0,0,34,38,56,40.4,Matches
409,Danny Rose,,eng ENG,DF,Watford,31-264,1990,7.7,4,0,0,12,16,0,15,15,15,0,1,0,51,4,6,40,Matches
410,Jon Rowe,,eng ENG,FWMF,Norwich City,18-327,2003,1.2,0,0,0,2,5,1,3,3,2,0,0,0,7,1,7,12.5,Matches
411,Antonio Rudiger,,de GER,DF,Chelsea,29-020,1993,26,6,0,0,29,13,0,12,32,21,2,0,0,209,54,24,69.2,Matches
412,Lukas Rupp,,de GER,MF,Norwich City,31-074,1991,6.5,0,0,0,8,10,0,3,16,7,0,0,0,76,4,7,36.4,Matches
413,Jose Sa,,pt POR,GK,Wolves,29-065,1993,30,3,0,0,1,10,0,0,0,0,0,1,1,178,0,0,,Matches
414,Allan Saint-Maximin,,fr FRA,FWMF,Newcastle Utd,25-011,1997,22.7,4,0,0,13,58,10,51,17,5,0,0,0,134,15,24,38.5,Matches
415,Romain Saiss,,ma MAR,DF,Wolves,31-362,1990,27.4,5,0,0,30,17,3,7,72,33,0,0,0,238,78,39,66.7,Matches
416,Bukayo Saka,,eng ENG,FWMF,Arsenal,20-199,2001,23.7,4,0,0,25,58,13,57,20,17,0,0,0,142,20,43,31.7,Matches
417,Mohamed Salah,,eg EGY,FW,Liverpool,29-281,1992,25.1,1,0,0,9,21,12,42,13,4,2,0,0,146,10,35,22.2,Matches
418,Mohammed Salisu,,gh GHA,DF,Southampton,22-340,1999,26,10,1,1,41,10,1,16,71,45,0,0,0,320,104,54,65.8,Matches
419,Albert Sambi Lokonga,,be BEL,MF,Arsenal,22-152,1999,10.1,4,0,0,13,13,0,3,19,12,0,0,0,99,15,19,44.1,Matches
420,Davinson Sanchez,,co COL,DF,Tottenham,25-284,1996,14.8,4,0,0,14,12,1,2,25,18,0,0,0,124,47,34,58,Matches
421,Robert Sanchez,,es ESP,GK,Brighton,24-125,1997,28,2,1,0,0,2,0,0,0,0,0,0,0,116,0,0,,Matches
422,Jadon Sancho,,eng ENG,FWMF,Manchester Utd,21-363,2000,16.6,0,0,0,6,6,6,25,15,8,0,0,0,118,2,15,11.8,Matches
423,Morgan Sanson,,fr FRA,MF,Aston Villa,27-217,1994,3.2,0,0,0,5,14,0,5,11,6,0,0,0,29,2,2,50,Matches
424,Samir Santos,,br BRA,DF,Watford,27-108,1994,11,3,0,0,14,10,0,0,40,14,0,0,0,92,34,28,54.8,Matches
425,Josh Sargent,,us USA,FWMF,Norwich City,22-031,2000,17.3,1,0,0,13,28,4,13,21,17,0,0,0,101,42,53,44.2,Matches
426,Jeremy Sarmiento,,ec ECU,FW,Brighton,19-280,2002,0.2,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,,Matches
427,Ismaila Sarr,,sn SEN,FWMF,Watford,24-026,1998,14.9,2,0,0,17,38,7,39,13,4,0,0,0,82,11,13,45.8,Matches
428,Malang Sarr,,fr FRA,DF,Chelsea,23-059,1999,4.7,1,0,0,6,1,0,3,12,4,0,0,0,37,8,5,61.5,Matches
429,Dane Scarlett,,eng ENG,MF,Tottenham,17-364,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
430,Fabian Schar,,ch SUI,DF,Newcastle Utd,30-093,1991,18.8,3,0,0,25,9,2,4,62,9,0,0,0,160,41,36,53.2,Matches
431,Jeffrey Schlupp,,gh GHA,MFFW,Crystal Palace,29-090,1992,14.4,1,0,0,22,19,0,17,15,16,1,0,0,126,32,26,55.2,Matches
432,Kasper Schmeichel,,dk DEN,GK,Leicester City,35-138,1986,27,1,0,0,0,2,0,0,0,0,0,0,0,120,0,1,0,Matches
433,Ken Sema,,se SWE,MFFW,Watford,28-174,1993,6.1,1,0,0,16,3,0,10,5,7,0,0,0,49,9,21,30,Matches
434,Nelson Semedo,,pt POR,DF,Wolves,28-127,1993,22.1,1,0,0,22,22,4,25,41,38,0,1,0,161,19,31,38,Matches
435,Ryan Sessegnon,,eng ENG,DFMF,Tottenham,21-309,2000,6,1,0,0,16,8,4,13,13,6,0,0,0,29,4,8,33.3,Matches
436,Jamie Shackleton,,eng ENG,DFMF,Leeds United,22-166,1999,7.6,4,0,0,14,7,0,4,9,18,0,0,0,61,6,13,31.6,Matches
437,Luke Shaw,,eng ENG,DF,Manchester Utd,26-254,1995,17.3,7,0,0,34,18,2,42,15,13,0,1,0,139,22,18,55,Matches
438,Jonjo Shelvey,,eng ENG,MF,Newcastle Utd,30-024,1992,17,7,1,1,18,9,0,11,28,9,0,0,0,178,12,13,48,Matches
439,Francisco Sierralta,,cl CHI,DF,Watford,24-321,1997,4.7,0,0,0,5,2,0,0,14,4,0,0,1,33,18,4,81.8,Matches
440,Bernardo Silva,,pt POR,MFFW,Manchester City,27-225,1994,26.7,5,0,0,30,31,8,56,26,25,1,0,0,184,11,19,36.7,Matches
441,Fabio Silva,,pt POR,FWMF,Wolves,19-247,2002,2.9,0,0,0,5,6,4,2,1,2,0,0,0,19,6,24,20,Matches
442,Thiago Silva,,br BRA,DF,Chelsea,37-182,1984,21.3,2,0,0,7,12,0,0,46,18,1,0,0,205,52,23,69.3,Matches
443,Ellis Simms,,eng ENG,FW,Everton,21-077,2001,0.7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,42.9,Matches
444,Moussa Sissoko,,fr FRA,MF,Watford,32-219,1989,26.8,4,0,0,30,12,2,15,33,26,0,0,0,306,59,42,58.4,Matches
445,Oliver Skipp,,eng ENG,MF,Tottenham,21-188,2000,15,6,0,0,20,23,1,5,19,18,0,0,0,133,12,14,46.2,Matches
446,William Smallbone,,ie IRL,MFFW,Southampton,22-030,2000,1.3,0,0,0,2,1,0,1,2,2,0,0,0,8,2,5,28.6,Matches
447,Emile Smith Rowe,,eng ENG,MFFW,Arsenal,21-238,2000,16.7,0,0,0,4,26,1,16,16,12,0,0,0,112,5,18,21.7,Matches
448,Cedric Soares,,pt POR,DF,Arsenal,30-204,1991,9.2,3,0,0,9,6,2,28,14,9,0,0,0,84,10,14,41.7,Matches
449,Tomas Soucek,,cz CZE,MF,West Ham,27-024,1995,27.9,2,0,0,43,19,2,12,45,34,0,0,0,273,113,111,50.4,Matches
450,Boubakary Soumare,,fr FRA,MF,Leicester City,23-024,1999,11.5,0,0,0,17,19,0,2,17,13,0,0,0,100,29,14,67.4,Matches
451,Caglar Soyuncu,,tr TUR,DF,Leicester City,25-304,1996,23.7,5,0,0,29,15,1,4,42,24,0,2,0,270,82,46,64.1,Matches
452,Jason Steele,,eng ENG,GK,Brighton,31-217,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
453,Jed Steer,,eng ENG,GK,Aston Villa,29-181,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
454,Zack Steffen,,us USA,GK,Manchester City,26-355,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
455,Dale Stephens,,eng ENG,MF,Burnley,32-284,1989,1.4,1,0,0,4,1,0,0,2,2,0,0,0,19,1,2,33.3,Matches
456,Jack Stephens,,eng ENG,DF,Southampton,28-055,1994,7,2,0,0,9,3,0,0,22,8,0,0,0,65,18,13,58.1,Matches
457,Raheem Sterling,,eng ENG,FW,Manchester City,27-105,1994,17.4,1,0,0,23,37,6,40,12,16,2,0,0,88,3,23,11.5,Matches
458,Finley Stevens,,wls WAL,DF,Brentford,18-347,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100,Matches
459,John Stones,,eng ENG,DF,Manchester City,27-299,1994,9.6,0,0,0,2,8,0,0,10,3,0,0,0,71,42,7,85.7,Matches
460,Pascal Struijk,,nl NED,DFMF,Leeds United,22-224,1999,19.8,6,1,0,23,9,1,0,59,31,0,0,0,199,44,33,57.1,Matches
461,Crysencio Summerville,,nl NED,MFFW,Leeds United,20-144,2001,1.4,0,0,0,1,2,0,4,5,3,0,0,0,14,1,2,33.3,Matches
462,Jakob Sorensen,,dk DEN,DFMF,Norwich City,24-020,1998,4.1,0,0,0,5,1,0,0,11,9,0,0,0,40,9,7,56.3,Matches
463,Japhet Tanganga,,eng ENG,DF,Tottenham,22-357,1999,8.2,4,1,1,20,10,1,10,17,12,0,0,0,46,19,10,65.5,Matches
464,Matt Targett,,eng ENG,DF,Newcastle Utd,26-186,1995,7,0,0,0,6,7,0,14,10,8,0,0,0,69,8,13,38.1,Matches
465,Matt Targett,,eng ENG,DF,Aston Villa,26-186,1995,15.9,2,0,0,19,13,0,41,35,15,0,1,1,129,31,20,60.8,Matches
466,James Tarkowski,,eng ENG,DF,Burnley,29-124,1992,25,8,0,0,27,15,2,1,63,32,0,0,0,264,126,60,67.7,Matches
467,Nuno Tavares,,pt POR,DF,Arsenal,22-056,2000,7,1,0,0,14,10,0,20,17,8,0,0,0,52,18,10,64.3,Matches
468,Charlie Taylor,,eng ENG,DF,Burnley,28-186,1993,19.3,1,0,0,13,30,0,41,54,15,0,0,0,187,47,21,69.1,Matches
469,Nathan Tella,,eng ENG,MFFW,Southampton,22-261,1999,6.5,1,0,0,17,17,3,8,13,3,0,0,0,59,5,18,21.7,Matches
470,Alex Telles,,br BRA,DF,Manchester Utd,29-098,1992,11.1,0,0,0,20,9,1,36,22,18,0,1,0,88,22,17,56.4,Matches
471,Luke Thomas,,eng ENG,DF,Leicester City,20-286,2001,17.2,0,0,0,14,15,0,18,35,25,0,0,0,155,27,34,44.3,Matches
472,Dominic Thompson,,eng ENG,DF,Brentford,21-240,2000,1.6,0,0,0,1,1,0,1,3,1,0,0,0,12,1,2,33.3,Matches
473,Youri Tielemans,,be BEL,MF,Leicester City,24-320,1997,20.1,1,0,0,35,36,0,16,27,32,0,2,0,170,14,16,46.7,Matches
474,Kieran Tierney,,sct SCO,DF,Arsenal,24-291,1997,21.3,0,0,0,7,19,1,72,30,12,0,0,0,171,16,20,44.4,Matches
475,Takehiro Tomiyasu,,jp JPN,DF,Arsenal,23-138,1998,15.4,1,0,0,14,9,0,23,28,13,0,0,0,172,49,47,51,Matches
476,James Tomkins,,eng ENG,DF,Crystal Palace,32-359,1989,6.1,2,0,0,7,2,0,0,10,6,0,0,0,46,13,7,65,Matches
477,Ivan Toney,,eng ENG,FW,Brentford,26-007,1996,24.3,6,0,0,46,67,24,18,18,17,3,0,0,116,108,118,47.8,Matches
478,Ferran Torres,,es ESP,FW,Manchester City,22-022,2000,3.4,0,0,0,1,1,1,2,1,1,0,0,0,12,1,3,25,Matches
479,Cenk Tosun,,tr TUR,FW,Everton,30-289,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Matches
480,Andros Townsend,,eng ENG,MF,Everton,30-250,1991,16.2,3,0,0,10,44,1,56,21,15,0,1,0,120,5,22,18.5,Matches
481,Adama Traore,,es ESP,FW,Wolves,26-057,1996,11.9,0,0,0,13,40,9,28,4,9,0,0,0,64,12,26,31.6,Matches
482,Bertrand Traore,,bf BFA,FWMF,Aston Villa,26-198,1995,2,0,0,0,0,4,2,3,0,0,1,0,0,14,4,7,36.4,Matches
483,Trezeguet,,eg EGY,FW,Aston Villa,27-173,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
484,Francisco Trincao,,pt POR,FWMF,Wolves,22-084,1999,12.7,0,0,0,12,22,0,19,15,12,0,0,0,85,4,17,19,Matches
485,Kieran Trippier,,eng ENG,DF,Newcastle Utd,31-185,1990,3.5,0,0,0,5,3,0,7,10,10,0,0,0,30,11,2,84.6,Matches
486,William Troost-Ekong,,ng NGA,DF,Watford,28-203,1993,15.3,3,0,0,17,1,1,1,22,10,0,1,0,114,32,16,66.7,Matches
487,Leandro Trossard,,be BEL,FWMF,Brighton,27-109,1994,24.4,2,0,0,23,34,10,46,24,19,1,1,0,147,9,29,23.7,Matches
488,Kostas Tsimikas,,gr GRE,DF,Liverpool,25-315,1996,7.4,2,0,0,18,6,0,40,11,6,0,0,0,68,7,8,46.7,Matches
489,Axel Tuanzebe,,eng ENG,DF,Aston Villa,24-129,1997,5.6,1,0,0,5,3,0,1,9,6,0,0,0,43,12,11,52.2,Matches
490,Ozan Tufan,,tr TUR,MF,Watford,27-000,1995,3.7,0,0,0,9,0,1,3,2,2,0,0,0,35,4,9,30.8,Matches
491,Christos Tzolis,,gr GRE,FWMF,Norwich City,20-052,2002,3.4,0,0,0,1,5,2,9,2,2,0,0,0,19,3,17,15,Matches
492,Yan Valery,,fr FRA,DF,Southampton,23-029,1999,1.5,0,0,0,3,0,0,2,5,0,0,0,0,18,5,2,71.4,Matches
493,Raphael Varane,,fr FRA,DF,Manchester Utd,28-332,1993,15.3,0,0,0,4,6,0,0,29,13,0,0,0,141,51,29,63.8,Matches
494,Jamie Vardy,,eng ENG,FW,Leicester City,35-071,1987,15.6,2,0,0,11,12,18,15,5,1,0,0,1,34,21,39,35,Matches
495,Joel Veltman,,nl NED,DF,Brighton,30-067,1992,22.9,6,0,0,33,24,0,28,53,31,1,1,0,213,42,28,60,Matches
496,Jannik Vestergaard,,dk DEN,DF,Leicester City,29-232,1992,6.3,2,0,0,6,1,0,0,15,11,0,1,0,47,16,11,59.3,Matches
497,Nikola Vlasic,,hr CRO,FWMF,West Ham,24-170,1997,5.1,0,0,0,7,14,3,12,9,10,0,0,0,37,6,9,40,Matches
498,Matej Vydra,,cz CZE,FW,Burnley,29-326,1992,5,0,0,0,10,7,4,2,2,4,0,0,0,9,15,41,26.8,Matches
499,Theo Walcott,,eng ENG,MFFW,Southampton,33-007,1989,4.2,0,0,0,2,6,2,4,7,3,0,0,0,21,3,4,42.9,Matches
500,Kyle Walker,,eng ENG,DF,Manchester City,31-299,1990,17.5,1,0,0,5,12,1,27,19,16,0,0,0,137,19,17,52.8,Matches
501,Kyle Walker-Peters,,eng ENG,DF,Southampton,24-344,1997,20.3,5,0,0,26,36,1,26,44,19,0,0,0,183,20,24,45.5,Matches
502,Aaron Wan-Bissaka,,eng ENG,DF,Manchester Utd,24-117,1997,17.9,2,0,0,17,16,1,21,39,21,0,1,0,144,16,28,36.4,Matches
503,Joel Ward,,eng ENG,DF,Crystal Palace,32-145,1989,23,6,0,0,22,20,1,29,40,25,0,0,0,189,62,30,67.4,Matches
504,James Ward-Prowse,,eng ENG,MF,Southampton,27-142,1994,26.7,3,1,0,27,25,0,50,48,24,0,0,0,299,23,29,44.2,Matches
505,Ollie Watkins,,eng ENG,FW,Aston Villa,26-083,1995,24.1,6,0,0,26,35,13,17,15,8,0,0,0,90,57,92,38.3,Matches
506,Adam Webster,,eng ENG,DF,Brighton,27-078,1995,13,4,0,0,16,2,0,4,24,9,0,0,0,150,44,14,75.9,Matches
507,Wout Weghorst,,nl NED,FW,Burnley,29-228,1992,8.4,1,0,0,18,10,7,2,4,8,0,0,0,53,35,58,37.6,Matches
508,Danny Welbeck,,eng ENG,FWMF,Brighton,31-117,1990,8.1,0,0,0,12,7,2,1,2,4,0,0,0,23,26,20,56.5,Matches
509,Timo Werner,,de GER,FWMF,Chelsea,26-017,1996,8.2,1,0,0,9,10,8,19,4,0,0,0,0,43,3,9,25,Matches
510,Ashley Westwood,,eng ENG,MF,Burnley,31-356,1990,22.1,7,0,0,29,24,0,31,41,22,0,0,0,235,9,17,34.6,Matches
511,Ben White,,eng ENG,DF,Arsenal,24-166,1997,26,1,0,0,16,23,0,3,59,18,0,1,0,242,57,38,60,Matches
512,Brandon Williams,,eng ENG,DF,Norwich City,21-201,2000,21.5,7,0,0,23,45,0,18,58,26,0,0,0,163,20,17,54.1,Matches
513,Neco Williams,,wls WAL,DF,Liverpool,20-344,2001,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,Matches
514,Joe Willock,,eng ENG,MF,Newcastle Utd,22-215,1999,19.5,0,0,0,38,27,0,13,27,39,0,0,0,129,15,30,33.3,Matches
515,Callum Wilson,,eng ENG,FW,Newcastle Utd,30-024,1992,13.2,4,0,0,26,20,13,5,4,5,0,0,0,38,29,61,32.2,Matches
516,Harry Winks,,eng ENG,MF,Tottenham,26-049,1996,9.4,2,0,0,12,16,0,8,19,5,0,0,0,72,5,7,41.7,Matches
517,Yoane Wissa,,cd COD,FWMF,Brentford,25-201,1996,9.6,0,0,0,5,16,6,10,6,4,0,0,0,42,13,22,37.1,Matches
518,Chris Wood,,nz NZL,FW,Newcastle Utd,30-106,1991,10,0,0,0,16,9,6,2,2,1,0,0,0,40,119,88,57.5,Matches
519,Chris Wood,,nz NZL,FW,Burnley,30-106,1991,15.2,1,0,0,14,9,16,5,4,8,0,0,0,41,114,105,52.1,Matches
520,Freddie Woodman,,eng ENG,GK,Newcastle Utd,25-019,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,Matches
521,Granit Xhaka,,ch SUI,MF,Arsenal,29-177,1992,16.2,6,1,0,25,14,2,7,21,18,0,1,0,159,30,22,57.7,Matches
522,Andriy Yarmolenko,,ua UKR,FWMF,West Ham,32-151,1989,1.9,1,0,0,1,2,0,3,0,0,0,0,0,14,3,2,60,Matches
523,Ashley Young,,eng ENG,DFFW,Aston Villa,36-257,1985,11.7,0,0,0,15,26,1,23,15,11,0,0,0,73,10,14,41.7,Matches
524,Wilfried Zaha,,ci CIV,FW,Crystal Palace,29-133,1992,22.5,5,1,1,31,90,17,41,19,26,0,0,0,155,17,36,32.1,Matches
525,Christoph Zimmermann,,de GER,DF,Norwich City,29-070,1993,0.5,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,,Matches
526,Oleksandr Zinchenko,,ua UKR,DF,Manchester City,25-098,1996,6.6,0,0,0,5,4,0,13,11,7,0,0,0,54,9,10,47.4,Matches
527,Hakim Ziyech,,ma MAR,FWMF,Chelsea,29-004,1993,10.7,3,0,0,22,31,5,41,17,8,0,0,0,100,9,15,37.5,Matches
528,Kurt Zouma,,fr FRA,DF,West Ham,27-147,1994,17.8,1,0,0,10,7,0,2,39,4,0,0,1,140,46,18,71.9,Matches
529,Martin Odegaard,,no NOR,MF,Arsenal,23-096,1998,21,2,0,0,22,16,2,17,16,17,0,1,0,160,13,15,46.4,Matches
