,,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Succ Drib,Att Drib,Succ% Drib,Drib Past,Megs,Carries,TotDist Carried,PrgDist Carried,Prog Carries,Carries into Att 3rd,Carries into PA,Miscontrol,Dispossessed,Targ,Rec,Rec%,Prog Rec,Matches
293,Alexis Mac Allister,,ar ARG,MFFW,Brighton,23-089,1998,14.9,958,30,172,448,385,32,894,10,28,35.7,13,2,593,2653,1360,69,21,1,12,22,678,604,89.1,53,Matches
294,James Maddison,,eng ENG,MFFW,Leicester City,25-120,1996,19.1,915,17,135,479,357,59,816,26,43,60.5,27,1,644,3298,1734,91,23,8,25,22,811,646,79.7,104,Matches
295,Harry Maguire,,eng ENG,DF,Manchester Utd,29-018,1993,22.7,1435,209,718,732,76,29,1398,3,5,60,3,0,854,5837,3124,91,18,0,4,4,949,927,97.7,3,Matches
296,Riyad Mahrez,,dz ALG,FW,Manchester City,31-030,1991,13.5,908,13,60,273,632,104,827,20,34,58.8,20,0,705,3739,1983,120,21,29,23,27,807,703,87.1,114,Matches
297,Ainsley Maitland-Niles,,eng ENG,MF,Arsenal,24-206,1997,3,171,9,47,89,41,1,166,2,7,28.6,2,0,101,422,216,10,1,0,3,5,116,108,93.1,3,Matches
298,Sadio Mane,,sn SEN,FW,Liverpool,29-347,1992,24.7,1217,14,91,524,698,208,1209,41,69,59.4,44,8,949,5383,2822,164,45,48,88,58,1476,968,65.6,278,Matches
299,Javier Manquillo,,es ESP,DF,Newcastle Utd,27-322,1994,13.3,523,56,211,205,129,11,429,8,12,66.7,8,0,241,1099,504,19,8,1,9,6,247,204,82.6,18,Matches
300,Fernando Marcal,,br BRA,DF,Wolves,33-032,1989,14.2,941,63,309,383,309,21,820,8,15,53.3,9,2,531,2442,1502,89,28,2,9,11,582,531,91.2,42,Matches
301,Solly March,,eng ENG,DFFW,Brighton,27-246,1994,13.8,720,34,123,252,389,55,653,19,32,59.4,19,1,495,3069,1760,90,17,16,16,21,598,463,77.4,67,Matches
302,Pablo Mari,,es ESP,DF,Arsenal,28-204,1993,2,114,15,55,61,7,3,113,1,1,100,1,0,59,353,190,4,1,0,0,0,66,65,98.5,2,Matches
303,Anthony Martial,,fr FRA,FW,Manchester Utd,26-108,1995,2.4,110,1,9,40,66,19,109,5,7,71.4,5,0,88,489,327,18,4,4,4,2,143,95,66.4,30,Matches
304,Martinelli,,br BRA,FWMF,Arsenal,20-278,2001,13.8,567,21,67,188,355,87,535,18,37,48.6,20,3,388,2884,1702,90,23,25,34,25,560,371,66.3,93,Matches
305,Emiliano Martinez,,ar ARG,GK,Aston Villa,29-202,1992,28,917,792,904,15,0,0,615,1,1,100,1,0,429,2080,1183,0,0,0,0,0,358,354,98.9,0,Matches
306,Adam Masina,,ma MAR,DF,Watford,28-080,1994,9.6,526,56,207,232,101,2,433,8,10,80,8,0,249,996,537,19,6,0,4,4,263,245,93.2,4,Matches
307,Arthur Masuaku,,cd COD,DFFW,West Ham,28-136,1993,6.2,424,27,122,174,147,9,386,5,7,71.4,5,1,264,1100,631,34,7,4,7,7,266,243,91.4,9,Matches
308,Jean-Philippe Mateta,,fr FRA,FW,Crystal Palace,24-268,1997,7.2,212,14,29,109,81,33,201,12,19,63.2,12,1,108,414,189,14,2,6,15,8,306,141,46.1,31,Matches
309,Nemanja Matic,,rs SRB,MF,Manchester Utd,33-234,1988,10.2,785,39,233,498,118,4,765,7,9,77.8,7,0,522,3248,2024,79,15,0,12,9,572,554,96.9,6,Matches
310,Joel Matip,,cm CMR,DF,Liverpool,30-227,1991,23,1870,182,770,1150,139,44,1831,12,13,92.3,12,0,1193,7987,5545,198,57,4,6,7,1342,1307,97.4,8,Matches
311,Neal Maupay,,fr FRA,FW,Brighton,25-221,1996,22.7,773,8,50,324,437,111,723,27,44,61.4,30,4,532,2052,924,54,20,8,46,53,1043,546,52.3,183,Matches
312,Bryan Mbeumo,,fr FRA,FWMF,Brentford,22-228,1999,24.8,937,18,105,368,526,107,889,29,59,49.2,30,4,591,3112,1650,86,24,23,67,50,1223,633,51.8,205,Matches
313,James McArthur,,sct SCO,MF,Crystal Palace,34-167,1987,12.9,869,43,209,511,197,20,831,13,19,68.4,13,2,581,2951,1334,51,19,2,9,20,594,536,90.2,30,Matches
314,James Mcatee,,eng ENG,MFFW,Manchester City,19-156,2002,0.2,17,0,1,10,6,3,17,1,1,100,1,0,12,38,29,2,0,1,0,2,13,13,100,3,Matches
315,Kasey McAteer,,eng ENG,FW,Leicester City,20-121,2001,0,2,1,1,0,1,0,2,0,0,,0,0,2,5,5,0,0,0,1,0,4,2,50,0,Matches
316,Liam McCarron,,sct SCO,FW,Leeds United,21-016,2001,0.1,2,0,1,2,0,0,2,0,0,,0,0,2,32,8,1,0,0,0,0,1,1,100,0,Matches
317,Alex McCarthy,,eng ENG,GK,Southampton,32-110,1989,15,483,397,480,4,0,0,340,0,0,,0,0,220,829,480,0,0,0,0,0,208,206,99,0,Matches
318,John McGinn,,sct SCO,MF,Aston Villa,27-156,1994,25.3,1309,57,311,714,374,24,1217,27,44,61.4,29,1,852,4175,2362,97,26,5,27,30,873,788,90.3,47,Matches
319,Stuart McKinstry,,sct SCO,MF,Leeds United,19-186,2002,0,5,0,2,4,0,0,5,0,0,,0,0,4,31,28,0,0,0,1,0,5,3,60,0,Matches
320,Kenny McLean,,sct SCO,MF,Norwich City,30-074,1992,26.3,1160,64,326,614,287,40,1133,12,26,46.2,14,0,656,3534,1588,64,16,3,23,18,953,754,79.1,67,Matches
321,Dwight McNeil,,eng ENG,MF,Burnley,22-121,1999,26,1177,44,220,561,515,46,1117,58,100,58,63,3,882,5993,2765,143,50,13,34,45,860,696,80.9,70,Matches
322,Scott McTominay,,sct SCO,MF,Manchester Utd,25-105,1996,20.9,1249,69,330,742,261,21,1227,29,41,70.7,29,0,805,4664,2279,105,40,3,23,26,836,765,91.5,30,Matches
323,Ben Mee,,eng ENG,DF,Burnley,32-181,1989,20.4,974,146,494,467,50,28,947,4,6,66.7,5,0,474,2388,1029,19,1,0,4,5,472,452,95.8,3,Matches
324,Benjamin Mendy,,fr FRA,DF,Manchester City,27-249,1994,0.9,94,0,16,57,28,1,82,1,2,50,1,1,69,302,204,8,4,0,0,1,72,69,95.8,1,Matches
325,Edouard Mendy,,sn SEN,GK,Chelsea,30-022,1992,24,738,653,736,4,0,0,578,0,0,,0,0,369,1349,541,0,0,0,1,0,383,382,99.7,0,Matches
326,Nampalys Mendy,,sn SEN,MF,Leicester City,29-273,1992,1.8,107,6,40,71,5,0,106,0,3,0,1,0,87,562,280,9,1,0,0,0,84,81,96.4,0,Matches
327,Illan Meslier,,fr FRA,GK,Leeds United,22-021,2000,29.6,1178,1049,1178,1,0,0,904,2,2,100,2,0,640,2690,1320,0,0,0,3,0,581,580,99.8,0,Matches
328,Luka Milivojevic,,rs SRB,MF,Crystal Palace,30-350,1991,7.2,483,19,122,264,113,2,437,2,3,66.7,2,0,246,968,428,17,6,0,2,0,303,296,97.7,5,Matches
329,James Milner,,eng ENG,MFDF,Liverpool,36-078,1986,7.1,627,38,156,313,183,8,586,3,5,60,3,0,382,1464,781,32,12,0,4,5,447,407,91.1,19,Matches
