,,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,CK_In,CK_Out,CK_Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
429,Ismaila Sarr,,sn SEN,MFFW,Watford,24-038,1998,15.9,23,22.6,0.44,0.06,0,4.59,0.69,2.45,0,0,0,0,15.2,4.09,3.77,1.19,19.3,1.76,0.19,0.19,16.7,0,0.38,1.19,1.32,Matches
430,Malang Sarr,,fr FRA,DF,Chelsea,23-071,1999,4.7,69.1,63.6,5.53,2.13,0,5.53,0.64,0.64,0,0,0,0,56.4,6.17,6.6,55.5,7.87,1.49,3.4,0.21,61.5,0,1.49,0.43,0.85,Matches
431,Dane Scarlett,,eng ENG,MF,Tottenham,18-011,2004,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Matches
432,Fabian Schar,,ch SUI,DF,Newcastle Utd,30-105,1991,19.8,39,35.9,3.13,2.63,0.05,3.74,2.83,0.2,0,0,0,0,21.2,4.04,13.8,5.2,30,2.17,0.51,0.1,27.5,0.25,1.11,1.72,0.51,Matches
433,Jeffrey Schlupp,,gh GHA,MFFW,Crystal Palace,29-102,1992,14.4,30.4,30.1,0.35,0.28,0.07,5.56,0.28,1.18,0,0,0,0,20.6,3.82,5.97,20.5,5.56,2.71,0,0.14,22.3,0.21,0.9,1.32,1.32,Matches
434,Kasper Schmeichel,,dk DEN,GK,Leicester City,35-150,1986,28,35.4,23,12.4,4.07,0,1.71,1.57,0,0,0,0,0,16.1,1.39,17.9,1.54,27.9,0,0,4.11,25,0.14,1.5,0.79,0.07,Matches
435,Ken Sema,,se SWE,MFFW,Watford,28-186,1993,6.1,22.8,21.6,1.15,0.33,0,4.75,0.82,1.64,0.33,0,0.16,0,12.5,4.26,6.07,15.7,3.11,1.97,0.49,0.16,13.3,0,0.49,0.66,2.13,Matches
436,Nelson Semedo,,pt POR,DF,Wolves,28-139,1993,22.1,48.4,39.2,9.19,0.14,0.05,6.92,0.41,1.13,0,0,0,0,29.6,11,7.83,6.7,31,0.77,9.05,0.32,38,0.14,1.13,1.45,1.72,Matches
437,Ryan Sessegnon,,eng ENG,DFMF,Tottenham,21-321,2000,6,32.8,27.7,5.17,0.33,0,4.33,0.5,2.17,0.17,0,0,0,19.8,8,5,21.2,4.83,1.5,4.67,0,24.2,0.17,1.33,0.5,1.5,Matches
438,Jamie Shackleton,,eng ENG,DFMF,Leeds United,22-178,1999,7.6,51.8,43.8,8.03,0.26,0,5.79,0.13,0.53,0,0,0,0,36.7,12.2,2.89,10.3,32.1,1.18,7.76,0.13,44.7,0,0.66,1.45,1.71,Matches
439,Luke Shaw,,eng ENG,DF,Manchester Utd,26-266,1995,17.8,65.8,53.4,12.4,0.79,0.06,8.2,2.42,2.47,3.03,0.9,1.63,0.11,39.4,14,12.4,50.7,3.26,2.02,8.6,0.28,52.7,0.34,0.45,2.02,2.53,Matches
440,Jonjo Shelvey,,eng ENG,MF,Newcastle Utd,30-036,1992,18,43.3,39.5,3.78,1.56,0.11,5.5,3.83,0.61,1.33,0.61,0.44,0.11,26.9,4.06,12.3,4.78,36.7,1.17,0.17,0.17,34.9,0.11,0.67,0.94,0.33,Matches
441,Francisco Sierralta,,cl CHI,DF,Watford,24-333,1997,4.7,36,34.9,1.06,1.06,0,3.62,1.06,0,0,0,0,0,26,1.7,8.3,3.62,29.1,1.7,0,0,30.4,0.21,0.85,0,0,Matches
442,Bernardo Silva,,pt POR,MFFW,Manchester City,27-237,1994,26.9,59,56.5,2.49,0.71,0.15,7.92,0.78,2.08,0.48,0.04,0,0,49.2,5.43,4.42,51.7,4.91,1.04,0.89,0.26,52.1,0.11,0.37,1.49,1.56,Matches
443,Fabio Silva,,pt POR,FW,Wolves,19-259,2002,3.9,22.6,20.5,2.05,0,0.26,5.64,0.26,0.77,0,0,0,0,15.6,4.87,2.05,0.77,19,1.03,0,0.26,15.6,0,0,1.79,1.03,Matches
444,Thiago Silva,,br BRA,DF,Chelsea,37-194,1984,22.3,81.7,80,1.7,1.52,0.13,6.95,1.39,0,0,0,0,0,65.2,6.68,9.91,6.73,70.4,3.14,0.13,0.18,75.7,0.13,0.27,1.08,0.4,Matches
445,Ellis Simms,,eng ENG,FW,Everton,21-089,2001,0.7,21.4,21.4,0,0,0,10,0,0,0,0,0,0,5.71,12.9,2.86,2.86,8.57,5.71,0,0,11.4,0,2.86,0,0,Matches
446,Moussa Sissoko,,fr FRA,MF,Watford,32-231,1989,27.8,32.8,32.1,0.79,0.5,0.04,6.26,0.86,0.58,0,0,0,0,21.6,4.32,6.91,2.95,24.9,3.17,0.29,0.22,26.4,0.04,0.43,1.51,0.68,Matches
447,Oliver Skipp,,eng ENG,MF,Tottenham,21-200,2000,15,54.8,53.6,1.2,1.13,0.07,6.47,0.93,0.33,0,0,0,0,45.9,4.07,4.8,2.93,49.5,1.47,0.07,0.27,49.1,0,0.53,1.6,1.07,Matches
448,William Smallbone,,ie IRL,MFFW,Southampton,22-042,2000,1.3,20.8,19.2,1.54,0.77,0,8.46,0,0.77,0,0,0,0,9.23,5.38,6.15,2.31,16.2,0.77,0,0,10.8,0,0.77,1.54,2.31,Matches
449,Emile Smith Rowe,,eng ENG,MFFW,Arsenal,21-250,2000,16.7,38.6,36.6,1.98,0.18,0.18,4.67,0.78,0.96,1.32,0.96,0.18,0,31.1,3.53,3.95,6.83,30.1,1.02,0.3,0.12,33.1,0.06,0.24,0.84,0.6,Matches
450,Cedric Soares,,pt POR,DF,Arsenal,30-216,1991,9.2,60.8,49.5,11.3,2.28,0,6.41,2.17,3.04,1.09,0.65,0.11,0.22,37,10.1,13.7,5.98,42.9,3.04,7.93,0,48.8,0.33,1.3,1.52,1.63,Matches
451,Tomas Soucek,,cz CZE,MF,West Ham,27-036,1995,28.9,39.8,39.2,0.52,0.42,0.03,7.02,1.11,0.42,0,0,0,0,25.9,4.81,9.03,4.33,28.2,3.91,0.1,0.45,31.2,0,0.73,0.93,0.69,Matches
452,Boubakary Soumare,,fr FRA,MF,Leicester City,23-036,1999,11.5,44,43.7,0.26,0.26,0.26,10.8,0.78,0.17,0,0,0,0,32.6,4.87,6.52,7.48,31.7,2.35,0,0.17,35.9,0.09,0.61,1.74,0.61,Matches
453,Caglar Soyuncu,,tr TUR,DF,Leicester City,25-316,1996,23.7,63.3,61.6,1.73,1.52,0,7.09,1.69,0.17,0,0,0,0,47.3,4.77,11.3,14.1,43.6,3.12,0.13,0.3,53.9,0.21,0.93,1.01,0.55,Matches
454,Jason Steele,,eng ENG,GK,Brighton,31-229,1990,1,38,32,6,0,0,0,2,0,0,0,0,0,31,1,6,2,34,0,0,2,34,0,0,0,0,Matches
455,Jed Steer,,eng ENG,GK,Aston Villa,29-193,1992,1,36,27,9,3,0,0,0,0,0,0,0,0,24,0,12,19,10,0,0,6,27,0,0,0,0,Matches
456,Zack Steffen,,us USA,GK,Manchester City,27-002,1995,1,38,29,9,2,0,5,0,0,0,0,0,0,29,1,8,3,28,1,0,6,33,0,1,0,0,Matches
457,Dale Stephens,,eng ENG,MF,Burnley,32-296,1989,1.4,40.7,40.7,0,0,0,10,0.71,0,0,0,0,0,25,6.43,9.29,3.57,33.6,2.86,0,0,31.4,0,0.71,1.43,0.71,Matches
458,Jack Stephens,,eng ENG,DF,Southampton,28-067,1994,7,50.4,48,2.43,1.43,0,6.71,1.29,0,0,0,0,0,35.7,2.86,11.9,2.29,42.9,2.57,1,0.14,40.1,0,0.29,1,0.71,Matches
459,Raheem Sterling,,eng ENG,FW,Manchester City,27-117,1994,18.4,40.5,40.1,0.49,0.16,0.05,6.36,0.33,2.34,0.11,0,0.05,0,34.1,3.1,3.32,3.75,36.1,0.22,0.16,0.16,33.8,0.22,0.33,1.25,1.85,Matches
460,Finley Stevens,,wls WAL,DF,Brentford,18-359,2003,0.2,40,40,0,0,0,10,5,0,0,0,0,0,15,15,10,0,30,5,0,0,25,0,5,0,0,Matches
461,John Stones,,eng ENG,DF,Manchester City,27-311,1994,9.6,80.3,77.4,2.92,1.04,0,8.85,1.88,0,0,0,0,0,67.8,4.79,7.71,11.1,62.9,2.08,1.88,0.31,75,0.21,0.31,0.73,0.42,Matches
462,Pascal Struijk,,nl NED,DFMF,Leeds United,22-236,1999,19.8,54.6,52.3,2.32,1.41,0,6.46,1.62,0,0,0,0,0,41.7,5.66,7.27,40.6,9.19,2.42,0.91,0.15,48,0.15,0.76,1.41,0.71,Matches
463,Crysencio Summerville,,nl NED,MFFW,Leeds United,20-156,2001,1.4,45,44.3,0.71,0,0,7.86,0,2.86,0,0,0,0,39.3,2.86,2.86,3.57,40,0,0.71,0,34.3,0,1.43,2.14,1.43,Matches
464,Jakob Sorensen,,dk DEN,DFMF,Norwich City,24-032,1998,4.1,42.9,41,1.95,1.22,0,4.88,1.71,0,0,0,0,0,28.5,5.37,9.02,4.15,34.4,2.93,0.49,0,35.9,0,0.49,0.73,0.24,Matches
465,Japhet Tanganga,,eng ENG,DF,Tottenham,23-004,1999,8.2,48.3,41.6,6.71,0.61,0,5,0.98,1.22,0,0,0,0,31.6,7.93,8.78,4.27,34.9,1.95,6.1,0.24,39.9,0,0.85,1.59,0.61,Matches
466,Matt Targett,,eng ENG,DF,Newcastle Utd,26-198,1995,8,51.5,37.5,14,2,0,5.63,1.88,2.13,2.38,1.5,0.63,0.25,24.6,10.9,16,32.8,4.75,3.75,9.63,0.13,37.4,0,0.25,2.13,1.88,Matches
467,Matt Targett,,eng ENG,DF,Aston Villa,26-198,1995,15.9,50.6,41.3,9.31,1.19,0,6.29,1.7,2.58,0.57,0,0.13,0.38,26.5,10.3,13.9,34.8,4.28,2.45,7.55,0.19,37.7,0.06,0.63,1.89,2.08,Matches
468,James Tarkowski,,eng ENG,DF,Burnley,29-136,1992,26,31.3,30.8,0.42,0.27,0.04,5.15,1.46,0.04,0,0,0,0,13.9,3.81,13.5,3.46,19.9,4.77,0.15,0.12,22,0.08,1.19,0.69,0.31,Matches
469,Nuno Tavares,,pt POR,DF,Arsenal,22-068,2000,7,57.7,49.1,8.57,1.14,0,4.29,2.71,2.86,0,0,0,0,38.3,11.3,8.14,38.1,9.29,1.43,7.43,0,47.7,0,0.57,1.57,2.14,Matches
470,Charlie Taylor,,eng ENG,DF,Burnley,28-198,1993,20.3,43.7,34.2,9.56,0.34,0.05,5.96,0.74,2.02,0,0,0,0,17.7,10.6,15.4,29,1.23,2.66,9.21,0.05,30.9,0.44,1.13,1.08,1.58,Matches
471,Nathan Tella,,eng ENG,MFFW,Southampton,22-273,1999,6.6,21.1,20.2,0.91,0.15,0,4.55,0.3,1.21,0.3,0,0,0,13.9,2.73,4.39,5,13.5,1.52,0.3,0,12.9,0.15,0.3,0.61,1.52,Matches
472,Alex Telles,,br BRA,DF,Manchester Utd,29-110,1992,11.6,62.4,51.2,11.2,1.12,0,7.84,1.81,3.19,2.59,1.12,1.21,0.09,36.1,11.7,14.6,48.4,3.19,1.9,7.5,0.26,46.2,0.17,0.78,2.76,1.9,Matches
473,Luke Thomas,,eng ENG,DF,Leicester City,20-298,2001,17.2,58.8,47.4,11.5,0.87,0.06,7.85,0.41,1.05,0.12,0,0.12,0,35.5,13.3,10.1,39.9,4.01,3.08,10.5,0.17,47.6,0.06,0.81,1.69,1.8,Matches
474,Dominic Thompson,,eng ENG,DF,Brentford,21-252,2000,1.6,25.6,24.4,1.25,0.63,0,2.5,0.63,0.63,0,0,0,0,14.4,5,6.25,15.6,6.88,1.88,0.63,0,13.1,0.63,1.88,2.5,1.88,Matches
475,Youri Tielemans,,be BEL,MF,Leicester City,24-332,1997,21.1,57.6,54,3.65,1.99,0.14,10.6,1.61,0.81,1.14,0.52,0.38,0.05,45,4.55,8.06,11,44.1,1.71,0.33,0.14,46.9,0.28,1.04,2.23,1.14,Matches
476,Kieran Tierney,,sct SCO,DF,Arsenal,24-303,1997,21.3,54.6,46,8.69,0.47,0,4.55,1.88,3.38,0,0,0,0,33.1,9.48,12.1,39,4.41,2.49,8.22,0.05,42.4,0.33,0.85,1.74,1.5,Matches
477,Takehiro Tomiyasu,,jp JPN,DF,Arsenal,23-150,1998,15.4,58.4,49,9.35,1.04,0.13,6.23,1.36,1.49,0,0,0,0,33.8,12.5,12.1,12.8,30.3,4.29,8.31,0.26,46.4,0.19,1.04,1.43,1.1,Matches
478,James Tomkins,,eng ENG,DF,Crystal Palace,33-006,1989,6.1,51.5,48.2,3.28,2.95,0,5.08,1.48,0,0,0,0,0,39.3,2.79,9.34,7.7,40.2,2.3,0,0.16,45.2,0,0.82,0.49,0.49,Matches
479,Ivan Toney,,eng ENG,FW,Brentford,26-019,1996,25.3,23.6,22.6,0.95,0.2,0.4,7.04,0.16,0.79,0.08,0.04,0,0,11.4,6.36,5.85,2.49,14.3,1.98,0.28,1.15,13.5,0.2,0.59,1.38,1.46,Matches
480,Ferran Torres,,es ESP,FW,Manchester City,22-034,2000,3.4,21.2,19.7,1.47,0,0,4.71,0,0.59,0,0,0,0,16.2,4.12,0.88,1.76,18.2,0.88,0,0,16.2,0,0.29,1.18,1.18,Matches
481,Cenk Tosun,,tr TUR,FW,Everton,30-301,1991,0.1,20,20,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,10,20,0,0,0,0,Matches
482,Andros Townsend,,eng ENG,MF,Everton,30-262,1991,16.2,30.1,26.5,3.58,1.23,0.06,5.86,1.54,3.46,1.54,1.23,0.12,0.06,17.7,3.64,8.7,20.6,7.41,1.17,0.49,0.19,21.1,0.06,0.93,0.8,1.23,Matches
483,Adama Traore,,es ESP,FW,Wolves,26-069,1996,11.9,27.6,27.5,0.17,0,0,6.22,0.76,2.35,0,0,0,0,19.4,3.45,4.79,4.37,21.4,0.5,0.17,0.25,20.6,0.08,0.76,1.01,1.68,Matches
484,Bertrand Traore,,bf BFA,FWMF,Aston Villa,26-210,1995,2,32.5,31.5,1,0,0,5.5,1,1.5,0,0,0,0,22,4.5,6,25.5,3,1.5,0.5,0,25,0,1,2.5,1.5,Matches
485,Trezeguet,,eg EGY,FW,Aston Villa,27-185,1994,0.1,60,60,0,0,0,0,0,0,0,0,0,0,50,0,10,0,60,0,0,0,60,0,0,0,0,Matches
486,Francisco Trincao,,pt POR,FWMF,Wolves,22-096,1999,13.5,31,29.5,1.48,0.37,0.07,6.3,0.89,1.56,0.96,0.15,0.59,0,22.7,3.33,4.89,26.4,2.59,1.33,0.15,0.22,23.9,0.07,0.07,1.19,1.41,Matches
487,Kieran Trippier,,eng ENG,DF,Newcastle Utd,31-197,1990,3.5,57.4,38.3,19.1,3.71,0,7.71,3.43,2,3.43,0.29,1.71,1.14,19.4,13.4,24.6,2.57,37.7,2.86,12,0.29,39.1,0,0.86,2.29,1.71,Matches
488,William Troost-Ekong,,ng NGA,DF,Watford,28-215,1993,15.3,36.2,35.2,0.98,0.85,0,3.66,1.9,0.07,0,0,0,0,23.1,2.68,10.5,3.99,28.7,2.22,0.13,0.07,28.6,0.07,0.85,0.72,0.39,Matches
489,Leandro Trossard,,be BEL,FWMF,Brighton,27-121,1994,25.4,38.1,36.5,1.61,0.35,0.12,7.13,2.13,1.93,0.28,0.08,0.12,0,26.7,5.67,5.75,6.77,29.9,0.63,0.31,0.2,30,0.08,0.39,1.38,1.89,Matches
490,Kostas Tsimikas,,gr GRE,DF,Liverpool,25-327,1996,7.4,66.2,52.8,13.4,1.35,0,5.95,3.38,5.41,4.46,0.81,3.11,0.41,36.9,12.8,16.5,45,11.1,2.16,7.57,0,47.6,0,0.68,2.97,2.97,Matches
491,Axel Tuanzebe,,eng ENG,DF,Aston Villa,24-141,1997,5.6,40.5,39.5,1.07,1.07,0,3.93,1.25,0.18,0,0,0,0,31.6,3.93,5,3.04,34.1,2.68,0,0.18,35.2,0,0.71,0.71,0.18,Matches
492,Ozan Tufan,,tr TUR,MF,Watford,27-012,1995,3.7,33,30.3,2.7,0.81,0,8.11,0.54,0.81,1.35,0.27,0.54,0,20.3,6.22,6.49,3.78,25.9,2.43,0,0,23,0,0.27,1.35,3.24,Matches
493,Christos Tzolis,,gr GRE,FWMF,Norwich City,20-064,2002,3.5,26.6,26.3,0.29,0,0,11.7,0.86,2.57,0.29,0.29,0,0,18,6,2.57,5.43,18.9,1.43,0,0,19.4,0,1.43,0.57,1.43,Matches
494,Yan Valery,,fr FRA,DF,Southampton,23-041,1999,1.5,45.3,42.7,2.67,0.67,0,8,0.67,1.33,0,0,0,0,30,4.67,10.7,0.67,38.7,1.33,2,0.67,31.3,0,2,2.67,0.67,Matches
495,Raphael Varane,,fr FRA,DF,Manchester Utd,28-344,1993,16.3,55.2,53.1,2.02,1.84,0,5.15,1.9,0,0,0,0,0,42.9,4.17,8.1,21.5,29.1,2.21,0.18,0.06,49.7,0.06,0.86,0.67,0.31,Matches
496,Jamie Vardy,,eng ENG,FW,Leicester City,35-083,1987,15.6,13.2,11.4,1.79,0,0.06,2.69,0.19,0.96,0,0,0,0,9.29,2.56,1.35,2.69,8.65,0.64,0,0.19,9.55,0.13,0.19,0.64,0.64,Matches
497,Joel Veltman,,nl NED,DF,Brighton,30-079,1992,23.9,61.1,51.9,9.25,1.34,0.13,6.28,0.92,1.21,0,0,0,0,38,10.2,12.9,9.21,39.5,2.93,7.87,0.29,48.7,0.13,1.26,1.88,1.8,Matches
498,Jannik Vestergaard,,dk DEN,DF,Leicester City,29-244,1992,6.3,56.7,54.9,1.75,1.75,0,5.56,2.7,0,0,0,0,0,46.5,3.02,7.14,15.9,38.7,1.11,0,0,52.1,0,0.48,1.27,0.79,Matches
499,Nikola Vlasic,,hr CRO,FWMF,West Ham,24-182,1997,5.1,33.7,33.5,0.2,0.2,0,10.4,0.98,2.35,0,0,0,0,24.7,4.51,4.51,8.43,22.9,0.78,0,0.59,26.3,0,0.98,1.37,0.98,Matches
500,Matej Vydra,,cz CZE,FW,Burnley,29-338,1992,5,14.4,14.4,0,0,0,4,0,0.4,0,0,0,0,6.6,5.2,2.6,1.4,6.8,2.2,0,1.8,9.6,0.2,0.6,1,0.4,Matches
501,Theo Walcott,,eng ENG,MFFW,Southampton,33-019,1989,4.2,20.5,20.2,0.24,0,0,3.1,0,0.95,0,0,0,0,12.9,3.81,3.81,1.67,16.4,1.43,0.24,0.24,14.5,0,0.48,0.24,1.67,Matches
502,Kyle Walker,,eng ENG,DF,Manchester City,31-311,1990,18.5,85.6,78.1,7.51,1.08,0.05,5.51,2.86,1.46,0,0,0,0,65.6,10.6,9.3,1.95,73.5,2.59,6.43,0.22,76.5,0.32,0.81,1.14,1.41,Matches
503,Kyle Walker-Peters,,eng ENG,DF,Southampton,24-356,1997,21.3,49.6,40.7,8.92,0.56,0.14,7.89,0.28,1.22,0,0,0,0,32.4,8.12,9.06,4.6,34.4,1.74,8.36,0.09,39.3,0.09,0.75,1.74,1.78,Matches
504,Aaron Wan-Bissaka,,eng ENG,DF,Manchester Utd,24-129,1997,17.9,57,48,9.05,0.61,0,7.04,1.06,1.17,0,0,0,0,40.5,11.4,5.14,3.35,43.6,1.12,8.44,0,47.9,0.11,0.56,2.4,1.68,Matches
505,Joel Ward,,eng ENG,DF,Crystal Palace,32-157,1989,23,62.6,51.3,11.2,1.43,0.09,6.65,1.17,1.26,0.13,0,0,0.13,37.3,12,13.3,3.87,45.2,2.26,9.65,0.22,49.9,0.13,1.57,2.13,1.39,Matches
506,James Ward-Prowse,,eng ENG,MF,Southampton,27-154,1994,27.7,61.5,51.7,9.78,3.1,0.04,7.29,3.5,1.95,6.28,3.18,2.71,0.04,40.8,5.09,15.7,4.55,53.3,2.92,0.11,0.07,48.6,0.07,0.79,0.97,0.9,Matches
507,Ollie Watkins,,eng ENG,FW,Aston Villa,26-095,1995,25.1,22.1,21.2,0.88,0.04,0.12,6.18,0.2,0.68,0,0,0,0,14.8,4.42,2.83,2.75,15.9,1.2,0.12,0.24,16.1,0.08,0.24,0.96,0.88,Matches
508,Adam Webster,,eng ENG,DF,Brighton,27-090,1995,13,75.5,73.6,1.92,0.92,0,8.31,2.46,0.31,0,0,0,0,56.6,5.69,13.2,15.4,52.7,3.85,1,0.31,63.4,0.08,1.23,1.69,1,Matches
509,Wout Weghorst,,nl NED,FW,Burnley,29-240,1992,9.2,26.1,25.8,0.33,0,0.22,7.83,0.11,0.22,0,0,0,0,12.8,7.17,6.09,1.41,16.5,3.26,0.11,1.3,17,0.11,0.11,2.28,1.2,Matches
510,Danny Welbeck,,eng ENG,FWMF,Brighton,31-129,1990,9.1,15.7,15.6,0.11,0,0,5.27,0,0.22,0,0,0,0,10.9,2.64,2.2,0.88,12.2,0.44,0.11,0.22,12.5,0.11,0,0.33,0.55,Matches
511,Timo Werner,,de GER,FWMF,Chelsea,26-029,1996,8.9,26.5,25.7,0.79,0,0,4.94,0.22,2.13,0,0,0,0,20.9,4.04,1.57,3.6,21,1.01,0.34,0.11,19.7,0.11,0.45,0.67,2.02,Matches
512,Ashley Westwood,,eng ENG,MF,Burnley,32-003,1990,23.1,47.2,40.9,6.36,1.86,0.13,5.71,2.55,1.39,2.73,2.38,0.13,0.04,25.5,6.32,15.5,2.77,42.3,1.47,0.17,0.22,33.4,0.56,0.82,1.56,1.13,Matches
513,Ben White,,eng ENG,DF,Arsenal,24-178,1997,26,54.4,52.7,1.69,1.04,0.08,6.12,1.31,0.12,0,0,0,0,40.8,4.35,9.27,5.04,44.7,2.73,0.65,0.08,46.8,0.15,1.15,0.96,0.54,Matches
514,Brandon Williams,,eng ENG,DF,Norwich City,21-213,2000,21.5,46.8,38.5,8.37,0.88,0.14,6.74,0.79,0.84,0,0,0,0,30.6,7.3,8.98,9.35,27.8,1.67,7.49,0.09,37.7,0.28,0.7,2.09,0.7,Matches
515,Neco Williams,,wls WAL,DF,Liverpool,20-356,2001,0.1,80,70,10,0,0,20,0,10,0,0,0,0,60,20,0,0,70,0,10,0,80,0,0,0,0,Matches
516,Joe Willock,,eng ENG,MF,Newcastle Utd,22-227,1999,20.5,24,23.1,0.98,0.1,0,4.98,0.44,0.63,0,0,0,0,18.2,3.32,2.49,2.98,19.3,0.93,0.2,0.15,19.3,0.05,0.39,0.59,0.68,Matches
517,Callum Wilson,,eng ENG,FW,Newcastle Utd,30-036,1992,13.2,11.7,10.4,1.29,0.08,0,4.32,0.08,0.38,0,0,0,0,6.67,3.18,1.82,1.06,7.27,1.21,0.15,0.68,7.95,0.08,0.15,0.3,0.61,Matches
518,Harry Winks,,eng ENG,MF,Tottenham,26-061,1996,9.6,66,62.8,3.23,1.98,0.63,8.54,1.88,0.83,0.94,0.31,0.42,0,53.8,4.17,8.13,6.67,57.7,1.15,0,0,57.1,0.21,0.63,2.19,0.63,Matches
519,Yoane Wissa,,cd COD,FWMF,Brentford,25-213,1996,9.7,19.2,18.7,0.52,0.21,0,4.12,0.1,1.03,0,0,0,0,12.8,3.2,3.2,2.16,14.2,1.55,0.1,0.1,13.2,0.1,0.1,0.93,1.13,Matches
520,Chris Wood,,nz NZL,FW,Newcastle Utd,30-118,1991,10.8,23.1,22.6,0.46,0,0.09,11.9,0,0.19,0,0,0,0,7.78,7.87,7.41,2.22,7.31,2.78,0,1.11,12.4,0.09,0.65,0.83,0.83,Matches
521,Chris Wood,,nz NZL,FW,Burnley,30-118,1991,15.2,20.3,19.7,0.53,0,0,9.54,0.13,0.33,0.07,0.07,0,0,8.49,5.79,5.99,1.97,9.08,2.76,0,0.33,12,0.07,0.46,0.79,1.12,Matches
522,Freddie Woodman,,eng ENG,GK,Newcastle Utd,25-031,1997,4,30.8,18.5,12.3,1.5,0,0.75,1,0,0,0,0,0,13,0.75,17,2.5,24.3,0,0,2.75,18.5,0.5,1.25,0.25,0,Matches
523,Granit Xhaka,,ch SUI,MF,Arsenal,29-189,1992,16.2,53.6,51.9,1.73,1.42,0.12,7.47,1.85,0.43,0,0,0,0,40.2,6.67,6.79,41.2,7.41,2.9,0.12,0.43,46.2,0.06,0.37,1.3,1.17,Matches
524,Andriy Yarmolenko,,ua UKR,FWMF,West Ham,32-163,1989,2,36,35,1,0,0,5.5,1,1.5,0,0,0,0,24.5,4,7.5,18.5,15.5,1,0,0,26,0,0.5,0.5,2.5,Matches
525,Ashley Young,,eng ENG,DFFW,Aston Villa,36-269,1985,12.5,44,37.3,6.72,0.96,0.08,6,1.52,2.08,0.32,0.08,0.16,0,25.9,8.48,9.6,7.12,29.3,1.68,5.12,0.24,33.8,0.16,1.12,1.36,1.44,Matches
526,Wilfried Zaha,,ci CIV,FW,Crystal Palace,29-145,1992,22.5,32,31,0.98,0.18,0.04,7.96,0.49,1.82,0.04,0,0,0,25.3,3.42,3.29,3.24,26.8,0.53,0.58,0.31,24.5,0.09,0.27,1.73,1.6,Matches
527,Christoph Zimmermann,,de GER,DF,Norwich City,29-082,1993,0.5,22,22,0,0,0,2,0,0,0,0,0,0,18,2,2,0,20,2,0,0,14,0,0,4,0,Matches
528,Oleksandr Zinchenko,,ua UKR,DF,Manchester City,25-110,1996,6.6,90.3,82.7,7.58,1.06,0.3,7.73,1.36,1.97,0.3,0,0.15,0,68.5,10.9,10.9,73.3,6.82,2.58,6.21,0.3,80.8,0.3,0.45,1.67,2.73,Matches
529,Hakim Ziyech,,ma MAR,FWMF,Chelsea,29-016,1993,11.7,47.9,43.8,4.1,0.6,0.17,6.58,1.45,4.27,2.48,0.68,1.62,0.09,32.3,4.79,10.8,39.6,5.38,1.03,1.03,0.09,34.7,0.34,0.94,1.88,1.71,Matches
530,Kurt Zouma,,fr FRA,DF,West Ham,27-159,1994,18.8,40.4,39.2,1.17,1.06,0.05,3.09,0.85,0.11,0,0,0,0,31.1,2.98,6.28,6.91,29.5,2.55,0.05,0.05,35.4,0,0.96,0.21,0.05,Matches
531,Martin Odegaard,,no NOR,MF,Arsenal,23-108,1998,21,52.6,48.8,3.81,1.1,0.33,8.43,1.43,0.81,1.05,0.48,0.33,0.1,40.9,5.67,6.1,46.1,4.48,1,0.19,0.38,44.2,0.33,0.52,1.95,1.14,Matches
